Time (seconds),light
9.39,13337.06
9.39,13337.06
9.40,13337.06
9.40,13337.06
9.41,13337.06
9.41,13337.06
9.41,13337.06
9.42,13352.13
9.42,13337.06
9.43,13352.13
9.43,13337.06
9.43,13337.06
9.44,13337.06
9.44,13337.06
9.45,13337.06
9.45,13337.06
9.47,13337.06
9.48,13337.06
9.48,13337.06
9.49,13352.13
9.49,13337.06
9.49,13337.06
9.50,13337.06
9.50,13337.06
9.51,13337.06
9.51,13337.06
9.51,13337.06
9.52,13427.46
9.52,13427.46
9.53,13427.46
9.53,13427.46
9.53,13427.46
9.54,13427.46
9.54,13427.46
9.57,13427.46
9.57,13427.46
9.57,13427.46
9.58,13427.46
9.58,13427.46
9.59,13427.46
9.59,13427.46
9.59,13427.46
9.60,13427.46
9.60,13427.46
9.61,13427.46
9.61,13427.46
9.61,13427.46
9.62,13427.46
9.62,13427.46
9.63,13427.46
9.63,13427.46
9.63,13427.46
9.66,13442.53
9.66,13442.53
9.67,13442.53
9.67,13442.53
9.67,13427.46
9.68,13427.46
9.68,13442.53
9.69,13427.46
9.69,13427.46
9.69,13442.53
9.70,13442.53
9.70,13427.46
9.71,13442.53
9.71,13442.53
9.71,13442.53
9.72,13442.53
9.72,13442.53
9.73,13442.53
9.74,13442.53
9.75,13442.53
9.75,13442.53
9.76,13442.53
9.76,13442.53
9.77,13442.53
9.77,13442.53
9.77,13442.53
9.78,13427.46
9.78,13442.53
9.79,13442.53
9.79,13442.53
9.79,13442.53
9.80,13442.53
9.80,13427.46
9.81,13442.53
9.81,13442.53
9.81,13457.59
9.82,13442.53
9.84,13442.53
9.85,13442.53
9.85,13442.53
9.85,13472.66
9.86,13457.59
9.86,13457.59
9.87,13472.66
9.87,13472.66
9.87,13472.66
9.88,13457.59
9.88,13457.59
9.89,13457.59
9.89,13472.66
9.89,13472.66
9.90,13472.66
9.90,13472.66
9.91,13472.66
9.91,13457.59
9.93,13457.59
9.94,13472.66
9.94,13472.66
9.95,13472.66
9.95,13457.59
9.95,13457.59
9.96,13472.66
9.96,13457.59
9.97,13472.66
9.97,13472.66
9.97,13472.66
9.98,13472.66
9.98,13472.66
9.99,13472.66
9.99,13472.66
9.99,13457.59
10.00,13472.66
10.00,13457.59
10.03,13472.66
10.03,13472.66
10.03,13472.66
10.04,13457.59
10.04,13457.59
10.05,13457.59
10.05,13472.66
10.05,13457.59
10.06,13472.66
10.06,13457.59
10.07,13472.66
10.07,13472.66
10.07,13457.59
10.08,13457.59
10.08,13472.66
10.09,13457.59
10.09,13457.59
10.11,13457.59
10.12,13457.59
10.12,13472.66
10.13,13457.59
10.13,13472.66
10.13,13457.59
10.14,13457.59
10.14,13457.59
10.15,13457.59
10.15,13457.59
10.15,13457.59
10.16,13472.66
10.16,13457.59
10.17,13472.66
10.17,13457.59
10.17,13457.59
10.18,13457.59
10.20,13457.59
10.21,13457.59
10.21,13457.59
10.21,13457.59
10.22,13457.59
10.22,13472.66
10.23,13457.59
10.23,13472.66
10.23,13457.59
10.24,13457.59
10.24,13472.66
10.25,13457.59
10.25,13457.59
10.25,13472.66
10.26,13457.59
10.26,13457.59
10.27,13472.66
10.29,13457.59
10.29,13457.59
10.30,13457.59
10.30,13457.59
10.31,13457.59
10.31,13472.66
10.31,13457.59
10.32,13457.59
10.32,13457.59
10.33,13457.59
10.33,13457.59
10.33,13457.59
10.34,13457.59
10.34,13457.59
10.35,13457.59
10.35,13472.66
10.35,13472.66
10.37,13457.59
10.38,13457.59
10.38,13457.59
10.39,13457.59
10.39,13457.59
10.39,13457.59
10.40,13457.59
10.40,13457.59
10.41,13457.59
10.41,13457.59
10.41,13457.59
10.42,13457.59
10.42,13457.59
10.43,13457.59
10.43,13457.59
10.43,13457.59
10.44,13472.66
10.44,13457.59
10.58,13442.53
10.58,13457.59
10.59,13457.59
10.59,13457.59
10.59,13442.53
10.60,13457.59
10.60,13457.59
10.61,13442.53
10.61,13457.59
10.61,13457.59
10.62,13457.59
10.62,13442.53
10.63,13442.53
10.63,13442.53
10.63,13442.53
10.64,13457.59
10.64,13457.59
10.67,13442.53
10.67,13442.53
10.67,13442.53
10.68,13457.59
10.68,13442.53
10.69,13457.59
10.69,13457.59
10.69,13442.53
10.70,13457.59
10.70,13457.59
10.71,13457.59
10.71,13457.59
10.71,13442.53
10.72,13457.59
10.72,13457.59
10.73,13442.53
10.73,13442.53
10.75,13457.59
10.76,13457.59
10.76,13442.53
10.77,13442.53
10.77,13442.53
10.77,13457.59
10.78,13442.53
10.78,13457.59
10.79,13442.53
10.79,13442.53
10.80,13442.53
10.80,13442.53
10.81,13457.59
10.81,13457.59
10.81,13442.53
10.82,13442.53
10.82,13457.59
10.85,13442.53
10.85,13442.53
10.85,13442.53
10.86,13457.59
10.86,13442.53
10.87,13457.59
10.87,13442.53
10.87,13442.53
10.88,13442.53
10.88,13457.59
10.89,13442.53
10.89,13442.53
10.89,13442.53
10.90,13442.53
10.90,13442.53
10.91,13442.53
10.91,13457.59
10.93,13442.53
10.94,13457.59
10.94,13442.53
10.95,13442.53
10.95,13457.59
10.95,13457.59
10.96,13442.53
10.96,13457.59
10.97,13457.59
10.97,13442.53
10.97,13457.59
10.98,13457.59
10.98,13457.59
10.99,13442.53
10.99,13442.53
10.99,13442.53
11.00,13457.59
11.02,13457.59
11.03,13457.59
11.03,13442.53
11.03,13457.59
11.04,13457.59
11.04,13457.59
11.05,13457.59
11.05,13457.59
11.05,13457.59
11.06,13457.59
11.06,13457.59
11.07,13457.59
11.07,13457.59
11.07,13457.59
11.08,13457.59
11.08,13457.59
11.09,13457.59
11.11,13457.59
11.11,13457.59
11.12,13457.59
11.12,13457.59
11.13,13457.59
11.13,13457.59
11.13,13457.59
11.14,13457.59
11.14,13457.59
11.15,13457.59
11.15,13457.59
11.15,13457.59
11.16,13457.59
11.16,13457.59
11.17,13457.59
11.17,13457.59
11.17,13442.53
11.20,13457.59
11.20,13472.66
11.21,13457.59
11.21,13457.59
11.21,13457.59
11.22,13457.59
11.22,13457.59
11.23,13457.59
11.23,13457.59
11.23,13457.59
11.24,13457.59
11.24,13457.59
11.25,13457.59
11.25,13472.66
11.25,13457.59
11.26,13457.59
11.26,13457.59
11.29,13472.66
11.29,13457.59
11.29,13457.59
11.30,13457.59
11.30,13457.59
11.31,13457.59
11.31,13457.59
11.31,13457.59
11.32,13457.59
11.32,13457.59
11.33,13457.59
11.33,13457.59
11.33,13457.59
11.34,13457.59
11.34,13457.59
11.35,13457.59
11.35,13472.66
11.37,13442.53
11.38,13457.59
11.38,13457.59
11.39,13457.59
11.39,13457.59
11.39,13457.59
11.40,13457.59
11.40,13442.53
11.41,13457.59
11.41,13457.59
11.41,13442.53
11.42,13457.59
11.42,13457.59
11.43,13442.53
11.43,13457.59
11.43,13457.59
11.44,13427.46
11.46,13427.46
11.47,13427.46
11.47,13427.46
11.47,13427.46
11.48,13427.46
11.48,13442.53
11.49,13427.46
11.49,13427.46
11.49,13427.46
11.50,13427.46
11.50,13427.46
11.51,13427.46
11.51,13427.46
11.51,13427.46
11.52,13427.46
11.52,13427.46
11.53,13427.46
11.55,13427.46
11.55,13427.46
11.56,13427.46
11.56,13427.46
11.57,13427.46
11.57,13427.46
11.57,13427.46
11.58,13427.46
11.58,13427.46
11.59,13427.46
11.59,13427.46
11.59,13427.46
11.60,13427.46
11.60,13427.46
11.61,13427.46
11.61,13427.46
11.61,13412.39
11.64,13412.39
11.64,13427.46
11.65,13427.46
11.65,13427.46
11.65,13427.46
11.66,13427.46
11.66,13427.46
11.67,13427.46
11.67,13427.46
11.67,13427.46
11.68,13427.46
11.68,13427.46
11.69,13427.46
11.69,13427.46
11.69,13427.46
11.70,13427.46
11.70,13427.46
11.73,13427.46
11.73,13427.46
11.73,13427.46
11.74,13412.39
11.74,13427.46
11.75,13427.46
11.75,13427.46
11.75,13427.46
11.76,13427.46
11.76,13427.46
11.77,13427.46
11.77,13427.46
11.77,13427.46
11.78,13427.46
11.78,13427.46
11.79,13427.46
11.79,13427.46
11.80,13427.46
11.81,13427.46
11.82,13427.46
11.82,13337.06
11.83,13352.13
11.83,13352.13
11.83,13352.13
11.84,13352.13
11.84,13352.13
11.85,13352.13
11.85,13337.06
11.85,13337.06
11.86,13352.13
11.86,13337.06
11.87,13352.13
11.87,13352.13
11.87,13337.06
11.88,13337.06
11.90,13352.13
11.91,13352.13
11.91,13352.13
11.91,13352.13
11.92,13352.13
11.92,13352.13
11.93,13352.13
11.93,13352.13
11.93,13352.13
11.94,13352.13
11.94,13352.13
11.95,13352.13
11.95,13352.13
11.95,13352.13
11.96,13352.13
11.96,13352.13
11.97,13352.13
12.09,13352.13
12.10,13337.06
12.10,13337.06
12.11,13337.06
12.11,13352.13
12.11,13337.06
12.12,13337.06
12.12,13352.13
12.13,13352.13
12.13,13337.06
12.13,13337.06
12.14,13352.13
12.14,13352.13
12.15,13352.13
12.15,13352.13
12.15,13352.13
12.16,13352.13
12.18,13337.06
12.19,13337.06
12.19,13352.13
12.19,13352.13
12.20,13352.13
12.20,13352.13
12.21,13352.13
12.21,13337.06
12.21,13352.13
12.22,13337.06
12.22,13352.13
12.23,13352.13
12.23,13337.06
12.23,13352.13
12.24,13337.06
12.24,13352.13
12.25,13337.06
12.27,13337.06
12.27,13352.13
12.28,13352.13
12.28,13337.06
12.29,13337.06
12.29,13337.06
12.29,13352.13
12.30,13337.06
12.30,13337.06
12.31,13352.13
12.31,13352.13
12.31,13352.13
12.32,13352.13
12.32,13337.06
12.33,13352.13
12.33,13337.06
12.33,13352.13
12.36,13352.13
12.36,13352.13
12.37,13337.06
12.37,13352.13
12.37,13337.06
12.38,13352.13
12.38,13352.13
12.39,13337.06
12.39,13352.13
12.39,13337.06
12.40,13337.06
12.40,13337.06
12.41,13352.13
12.41,13337.06
12.41,13352.13
12.42,13352.13
12.42,13337.06
12.45,13352.13
12.45,13352.13
12.45,13352.13
12.46,13352.13
12.46,13352.13
12.47,13337.06
12.47,13352.13
12.47,13352.13
12.48,13352.13
12.48,13352.13
12.49,13337.06
12.49,13352.13
12.49,13337.06
12.50,13352.13
12.50,13352.13
12.51,13352.13
12.51,13352.13
12.53,13337.06
12.54,13352.13
12.54,13337.06
12.55,13352.13
12.55,13352.13
12.55,13352.13
12.56,13352.13
12.56,13337.06
12.57,13352.13
12.57,13352.13
12.57,13352.13
12.58,13352.13
12.58,13352.13
12.59,13352.13
12.59,13352.13
12.59,13352.13
12.60,13352.13
12.62,13352.13
12.63,13352.13
12.63,13352.13
12.63,13352.13
12.64,13352.13
12.64,13352.13
12.65,13352.13
12.65,13352.13
12.65,13352.13
12.66,13352.13
12.66,13352.13
12.67,13352.13
12.67,13352.13
12.67,13352.13
12.68,13352.13
12.68,13352.13
12.69,13352.13
12.71,13352.13
12.71,13352.13
12.72,13352.13
12.72,13352.13
12.73,13352.13
12.73,13352.13
12.73,13352.13
12.74,13352.13
12.74,13352.13
12.75,13352.13
12.75,13337.06
12.75,13352.13
12.76,13352.13
12.76,13337.06
12.77,13352.13
12.77,13352.13
12.77,13337.06
12.80,13352.13
12.80,13337.06
12.81,13352.13
12.81,13352.13
12.81,13352.13
12.82,13352.13
12.82,13352.13
12.83,13352.13
12.83,13352.13
12.83,13337.06
12.84,13337.06
12.84,13352.13
12.85,13337.06
12.85,13352.13
12.85,13337.06
12.86,13352.13
12.86,13352.13
12.89,13352.13
12.89,13352.13
12.89,13337.06
12.90,13352.13
12.90,13352.13
12.91,13352.13
12.91,13352.13
12.91,13352.13
12.92,13352.13
12.92,13352.13
12.93,13352.13
12.93,13352.13
12.93,13337.06
12.94,13352.13
12.94,13352.13
12.95,13352.13
12.95,13352.13
12.97,13156.26
12.98,13156.26
12.98,13156.26
12.99,13156.26
12.99,13156.26
12.99,13156.26
13.00,13156.26
13.00,13156.26
13.01,13156.26
13.01,13156.26
13.01,13156.26
13.02,13156.26
13.02,13156.26
13.03,13156.26
13.03,13156.26
13.03,13156.26
13.04,13156.26
13.06,13156.26
13.07,13156.26
13.07,13156.26
13.07,13156.26
13.08,13156.26
13.08,13156.26
13.09,13156.26
13.09,13156.26
13.09,13156.26
13.10,13156.26
13.10,13156.26
13.11,13156.26
13.11,13156.26
13.11,13156.26
13.12,13156.26
13.12,13156.26
13.13,13156.26
13.15,13156.26
13.15,13156.26
13.16,13156.26
13.16,13156.26
13.17,13156.26
13.17,13156.26
13.17,13156.26
13.18,13156.26
13.18,13156.26
13.19,13156.26
13.19,13156.26
13.19,13156.26
13.20,13156.26
13.20,13156.26
13.21,13156.26
13.21,13156.26
13.22,13156.26
13.23,13156.26
13.24,13156.26
13.25,13156.26
13.25,13156.26
13.25,13156.26
13.26,13156.26
13.26,13171.32
13.27,13156.26
13.27,13171.32
13.27,13156.26
13.28,13156.26
13.28,13156.26
13.29,13156.26
13.29,13156.26
13.29,13156.26
13.30,13171.32
13.30,13156.26
13.31,13156.26
13.33,13156.26
13.33,13156.26
13.34,13156.26
13.34,13156.26
13.35,13156.26
13.35,13156.26
13.35,13156.26
13.36,13156.26
13.36,13156.26
13.37,13156.26
13.37,13156.26
13.37,13156.26
13.38,13156.26
13.38,13156.26
13.39,13156.26
13.39,13156.26
13.39,13156.26
13.42,13156.26
13.42,13156.26
13.43,13156.26
13.43,13156.26
13.43,13156.26
13.44,13156.26
13.44,13156.26
13.45,13156.26
13.45,13156.26
13.45,13156.26
13.46,13156.26
13.46,13156.26
13.47,13156.26
13.47,13156.26
13.47,13156.26
13.48,13156.26
13.48,13141.19
13.62,13126.12
13.62,13126.12
13.63,13126.12
13.63,13141.19
13.63,13126.12
13.64,13126.12
13.64,13126.12
13.65,13126.12
13.65,13111.06
13.65,13126.12
13.66,13126.12
13.66,13111.06
13.67,13111.06
13.67,13126.12
13.67,13126.12
13.68,13111.06
13.68,13111.06
13.71,13111.06
13.71,13111.06
13.71,13111.06
13.72,13111.06
13.72,13111.06
13.73,13111.06
13.73,13111.06
13.73,13111.06
13.74,13111.06
13.74,13111.06
13.75,13111.06
13.75,13095.99
13.75,13111.06
13.76,13111.06
13.76,13095.99
13.77,13111.06
13.77,13095.99
13.79,13095.99
13.80,13111.06
13.80,13095.99
13.81,13095.99
13.81,13095.99
13.81,13111.06
13.82,13095.99
13.82,13111.06
13.83,13095.99
13.83,13111.06
13.83,13095.99
13.84,13111.06
13.84,13095.99
13.85,13111.06
13.85,13111.06
13.85,13095.99
13.86,13095.99
13.88,13111.06
13.89,13111.06
13.89,13111.06
13.89,13111.06
13.90,13095.99
13.90,13095.99
13.91,13111.06
13.91,13095.99
13.91,13095.99
13.92,13095.99
13.92,13095.99
13.93,13095.99
13.93,13095.99
13.93,13095.99
13.94,13095.99
13.94,13095.99
13.95,13095.99
13.97,13095.99
13.97,13095.99
13.98,13095.99
13.98,13095.99
13.99,13111.06
13.99,13111.06
13.99,13095.99
14.00,13095.99
14.00,13095.99
14.01,13095.99
14.01,13095.99
14.01,13095.99
14.02,13095.99
14.02,13095.99
14.03,13095.99
14.03,13111.06
14.03,13095.99
14.06,13111.06
14.06,13095.99
14.07,13111.06
14.07,13095.99
14.07,13111.06
14.08,13111.06
14.08,13111.06
14.09,13111.06
14.09,13111.06
14.09,13111.06
14.10,13111.06
14.10,13111.06
14.11,13111.06
14.11,13111.06
14.11,13111.06
14.12,13111.06
14.12,13111.06
14.15,13126.12
14.15,13126.12
14.15,13126.12
14.16,13126.12
14.16,13126.12
14.17,13126.12
14.17,13126.12
14.17,13126.12
14.18,13126.12
14.18,13126.12
14.19,13126.12
14.19,13126.12
14.19,13126.12
14.20,13126.12
14.20,13126.12
14.21,13126.12
14.21,13111.06
14.23,13111.06
14.24,13126.12
14.24,13111.06
14.25,13126.12
14.25,13126.12
14.25,13126.12
14.26,13126.12
14.26,13111.06
14.27,13126.12
14.27,13126.12
14.27,13126.12
14.28,13111.06
14.28,13126.12
14.29,13126.12
14.29,13111.06
14.29,13126.12
14.30,13126.12
14.32,13126.12
14.33,13111.06
14.33,13111.06
14.33,13126.12
14.34,13126.12
14.34,13126.12
14.35,13126.12
14.35,13111.06
14.35,13111.06
14.36,13111.06
14.36,13111.06
14.37,13111.06
14.37,13111.06
14.37,13126.12
14.38,13111.06
14.38,13111.06
14.39,13126.12
14.41,13111.06
14.41,13126.12
14.42,13111.06
14.42,13111.06
14.43,13111.06
14.43,13126.12
14.43,13126.12
14.44,13126.12
14.44,13126.12
14.45,13111.06
14.45,13126.12
14.45,13111.06
14.46,-443.871
14.46,-443.871
14.47,-443.871
14.47,-443.871
14.47,-443.871
14.50,-443.871
14.50,-443.871
14.51,-443.871
14.51,-443.871
14.51,-454.1935
14.52,-443.871
14.52,-443.871
14.53,-443.871
14.53,-454.1935
14.53,-443.871
14.54,-443.871
14.54,-443.871
14.55,-443.871
14.55,-443.871
14.55,-454.1935
14.56,-454.1935
14.56,-443.871
14.59,-454.1935
14.59,-443.871
14.59,-443.871
14.60,-454.1935
14.60,-443.871
14.61,-454.1935
14.61,-443.871
14.61,-454.1935
14.62,-454.1935
14.62,-443.871
14.63,-443.871
14.63,-454.1935
14.63,-443.871
14.64,-443.871
14.64,-454.1935
14.65,-443.871
14.65,-454.1935
14.67,-454.1935
14.68,-443.871
14.68,-443.871
14.69,-443.871
14.69,-443.871
14.69,-454.1935
14.70,-454.1935
14.70,-443.871
14.71,-443.871
14.71,-443.871
14.71,-454.1935
14.72,-443.871
14.72,-454.1935
14.73,-443.871
14.73,-443.871
14.73,-443.871
14.76,-443.871
14.76,-443.871
14.77,-443.871
14.77,-443.871
14.77,-443.871
14.78,-443.871
14.78,-443.871
14.79,-443.871
14.79,-443.871
14.79,-443.871
14.80,-454.1935
14.80,-443.871
14.81,-443.871
14.81,-443.871
14.81,-443.871
14.82,-443.871
14.82,-443.871
14.85,-454.1935
14.85,-443.871
14.85,-443.871
14.86,-443.871
14.86,-443.871
14.87,-443.871
14.87,-443.871
14.87,-454.1935
14.88,-443.871
14.88,-454.1935
14.89,-443.871
14.89,-443.871
14.89,-443.871
14.90,-443.871
14.90,-443.871
14.91,-443.871
14.91,-443.871
14.93,-443.871
14.94,-443.871
14.94,-443.871
14.95,-443.871
14.95,-443.871
14.95,-443.871
14.96,-443.871
14.96,-443.871
14.97,-443.871
14.97,-443.871
14.97,-443.871
14.98,-443.871
14.98,-443.871
14.99,-443.871
14.99,-443.871
14.99,-443.871
15.00,-443.871
15.13,-443.871
15.13,-443.871
15.13,-443.871
15.14,-443.871
15.14,-443.871
15.15,-443.871
15.15,-443.871
15.15,-443.871
15.16,-443.871
15.16,-443.871
15.17,-443.871
15.17,-443.871
15.17,-443.871
15.18,-443.871
15.18,-443.871
15.19,-443.871
15.19,-443.871
15.21,-443.871
15.22,-443.871
15.22,-443.871
15.23,-443.871
15.23,-443.871
15.23,-443.871
15.24,-443.871
15.24,-443.871
15.25,-443.871
15.25,-443.871
15.25,-443.871
15.26,-443.871
15.26,-443.871
15.27,-443.871
15.27,-443.871
15.27,-443.871
15.28,-433.5484
15.30,-443.871
15.31,-443.871
15.31,-443.871
15.31,-443.871
15.32,-443.871
15.32,-443.871
15.33,-443.871
15.33,-443.871
15.33,-443.871
15.34,-443.871
15.34,-443.871
15.35,-443.871
15.35,-443.871
15.35,-443.871
15.36,-443.871
15.36,-443.871
15.37,-443.871
15.38,-443.871
15.39,-443.871
15.39,-443.871
15.40,-443.871
15.40,-443.871
15.41,-443.871
15.41,-443.871
15.41,-443.871
15.42,-443.871
15.42,-454.1935
15.43,-443.871
15.43,-443.871
15.43,-443.871
15.44,-443.871
15.44,-443.871
15.45,-443.871
15.45,-443.871
15.46,-443.871
15.47,-443.871
15.48,-443.871
15.48,-443.871
15.49,-443.871
15.49,-443.871
15.49,-443.871
15.50,-443.871
15.50,-443.871
15.51,-443.871
15.51,-443.871
15.51,-443.871
15.52,-443.871
15.52,-443.871
15.53,-443.871
15.53,-443.871
15.53,-443.871
15.54,-443.871
15.56,-443.871
15.57,-443.871
15.57,-443.871
15.57,-443.871
15.58,-443.871
15.58,-443.871
15.59,-443.871
15.59,-443.871
15.59,-443.871
15.60,-443.871
15.60,-443.871
15.61,-443.871
15.61,13080.92
15.61,13080.92
15.62,13080.92
15.62,13080.92
15.63,13080.92
15.65,13080.92
15.65,13080.92
15.66,13095.99
15.66,13080.92
15.67,13080.92
15.67,13095.99
15.67,13095.99
15.68,13095.99
15.68,13080.92
15.69,13095.99
15.69,13095.99
15.69,13095.99
15.70,13095.99
15.70,13095.99
15.71,13095.99
15.71,13095.99
15.71,13095.99
15.74,13111.06
15.74,13095.99
15.75,13095.99
15.75,13095.99
15.75,13095.99
15.76,13095.99
15.77,13095.99
15.77,13095.99
15.77,13095.99
15.78,13095.99
15.78,13095.99
15.79,13111.06
15.79,13095.99
15.79,13095.99
15.80,13095.99
15.80,13095.99
15.81,13095.99
15.83,13111.06
15.83,13111.06
15.84,13111.06
15.84,13111.06
15.85,13111.06
15.85,13111.06
15.85,13111.06
15.86,13111.06
15.86,13111.06
15.87,13111.06
15.87,13095.99
15.87,13111.06
15.88,13111.06
15.88,13111.06
15.89,13095.99
15.89,13111.06
15.89,13095.99
15.92,13095.99
15.92,13111.06
15.93,13111.06
15.93,13095.99
15.93,13095.99
15.94,13095.99
15.94,13095.99
15.95,13095.99
15.95,13095.99
15.95,13111.06
15.96,13095.99
15.96,13111.06
15.97,13095.99
15.97,13111.06
15.97,13095.99
15.98,13111.06
15.98,13111.06
16.01,13111.06
16.01,13111.06
16.01,13111.06
16.02,13111.06
16.02,13111.06
16.03,13111.06
16.03,13111.06
16.03,13111.06
16.04,13111.06
16.04,13111.06
16.05,13111.06
16.05,13111.06
16.05,13111.06
16.06,13111.06
16.06,13111.06
16.07,13095.99
16.07,13111.06
16.09,13095.99
16.10,13111.06
16.10,13111.06
16.11,13111.06
16.11,13111.06
16.11,13111.06
16.12,13111.06
16.12,13111.06
16.13,13111.06
16.13,13111.06
16.13,13111.06
16.14,13111.06
16.14,13111.06
16.15,13095.99
16.15,13111.06
16.15,13111.06
16.16,13111.06
16.18,13111.06
16.19,13111.06
16.19,13095.99
16.19,13111.06
16.20,13095.99
16.20,13111.06
16.21,13111.06
16.21,13111.06
16.21,13111.06
16.22,13111.06
16.22,13095.99
16.23,13111.06
16.23,13111.06
16.23,13111.06
16.24,13111.06
16.24,13111.06
16.25,13111.06
16.27,13111.06
16.27,13111.06
16.28,13111.06
16.28,13111.06
16.29,13111.06
16.29,13111.06
16.29,13111.06
16.30,13111.06
16.30,13111.06
16.31,13111.06
16.31,13111.06
16.31,13111.06
16.32,13111.06
16.32,13111.06
16.33,13111.06
16.33,13111.06
16.33,13111.06
16.36,13111.06
16.36,13111.06
16.37,13111.06
16.37,13111.06
16.37,13111.06
16.38,13111.06
16.38,13111.06
16.39,13095.99
16.39,13095.99
16.39,13095.99
16.40,13111.06
16.40,13095.99
16.41,13111.06
16.41,13111.06
16.41,13111.06
16.42,13095.99
16.42,13095.99
16.45,13095.99
16.45,13095.99
16.45,13095.99
16.46,13095.99
16.46,13095.99
16.47,13095.99
16.47,13095.99
16.47,13080.92
16.48,13080.92
16.48,13080.92
16.49,13080.92
16.49,13080.92
16.49,13080.92
16.50,13080.92
16.50,13065.86
16.51,13065.86
16.51,13080.92
16.65,13050.79
16.65,13050.79
16.65,13050.79
16.66,13050.79
16.66,13050.79
16.67,13050.79
16.67,13050.79
16.67,13050.79
16.68,13050.79
16.68,13050.79
16.69,13050.79
16.69,13050.79
16.69,13035.72
16.70,13050.79
16.70,13050.79
16.71,13050.79
16.71,13321.99
16.73,13321.99
16.74,13321.99
16.74,13321.99
16.75,13321.99
16.75,13321.99
16.75,13321.99
16.76,13321.99
16.76,13321.99
16.77,13321.99
16.77,13306.93
16.77,13321.99
16.78,13337.06
16.78,13321.99
16.79,13306.93
16.79,13321.99
16.79,13321.99
16.80,13321.99
16.82,13321.99
16.83,13321.99
16.83,13321.99
16.83,13337.06
16.84,13321.99
16.84,13321.99
16.85,13321.99
16.85,13321.99
16.85,13321.99
16.86,13306.93
16.86,13321.99
16.87,13321.99
16.87,13321.99
16.87,13321.99
16.88,13321.99
16.88,13321.99
16.89,13321.99
16.90,13321.99
16.91,13321.99
16.91,13321.99
16.92,13321.99
16.92,13321.99
16.93,13337.06
16.93,13321.99
16.93,13321.99
16.94,13321.99
16.94,13321.99
16.95,13321.99
16.95,13337.06
16.95,13321.99
16.96,13321.99
16.96,13321.99
16.97,13321.99
16.97,13321.99
16.97,13321.99
17.00,13321.99
17.00,13321.99
17.01,13321.99
17.01,13321.99
17.01,13321.99
17.02,13321.99
17.02,13321.99
17.03,13337.06
17.03,13321.99
17.03,13321.99
17.04,13321.99
17.04,13321.99
17.05,13321.99
17.05,13321.99
17.05,13321.99
17.06,13321.99
17.06,13321.99
17.09,13321.99
17.09,13321.99
17.09,13321.99
17.10,13321.99
17.10,13321.99
17.11,13321.99
17.11,13321.99
17.11,13321.99
17.12,13321.99
17.12,13321.99
17.13,13321.99
17.13,13321.99
17.13,13321.99
17.14,13321.99
17.14,13321.99
17.15,13321.99
17.15,13321.99
17.17,13321.99
17.18,13306.93
17.18,13321.99
17.19,13306.93
17.19,13321.99
17.19,13321.99
17.20,13321.99
17.20,13321.99
17.21,13321.99
17.21,13306.93
17.21,13321.99
17.22,13306.93
17.22,13321.99
17.23,13321.99
17.23,13321.99
17.23,13306.93
17.24,13321.99
17.26,13306.93
17.27,13306.93
17.27,13306.93
17.27,13321.99
17.28,13306.93
17.28,13321.99
17.29,13306.93
17.29,13321.99
17.29,13321.99
17.30,13306.93
17.30,13306.93
17.31,13306.93
17.31,13321.99
17.31,13306.93
17.32,13306.93
17.32,13306.93
17.33,13306.93
17.35,13321.99
17.35,13306.93
17.36,13306.93
17.36,13306.93
17.37,13306.93
17.37,13306.93
17.37,13306.93
17.38,13306.93
17.38,13306.93
17.39,13306.93
17.39,13306.93
17.39,13306.93
17.40,13306.93
17.40,13306.93
17.41,13306.93
17.41,13306.93
17.41,13306.93
17.44,13306.93
17.44,13306.93
17.45,13306.93
17.45,13306.93
17.45,13306.93
17.46,13306.93
17.46,13306.93
17.47,13306.93
17.47,13306.93
17.47,13306.93
17.48,13306.93
17.48,13306.93
17.49,13306.93
17.49,13306.93
17.49,13321.99
17.50,13306.93
17.50,13306.93
17.53,13397.33
17.53,13397.33
17.53,13397.33
17.54,13397.33
17.54,13397.33
17.55,13397.33
17.55,13397.33
17.55,13397.33
17.56,13397.33
17.56,13397.33
17.57,13397.33
17.57,13397.33
17.57,13397.33
17.58,13412.39
17.58,13412.39
17.59,13397.33
17.59,13412.39
17.61,13397.33
17.62,13397.33
17.62,13397.33
17.63,13397.33
17.63,13397.33
17.63,13397.33
17.64,13397.33
17.64,13412.39
17.65,13412.39
17.65,13412.39
17.65,13412.39
17.66,13412.39
17.66,13397.33
17.67,13412.39
17.67,13397.33
17.67,13397.33
17.68,13397.33
17.70,13397.33
17.71,13397.33
17.71,13397.33
17.71,13397.33
17.72,13397.33
17.72,13397.33
17.73,13412.39
17.73,13397.33
17.73,13397.33
17.74,13412.39
17.74,13397.33
17.75,13397.33
17.75,13397.33
17.75,13412.39
17.76,13397.33
17.76,13397.33
17.77,13397.33
17.79,13397.33
17.79,13397.33
17.80,13412.39
17.80,13397.33
17.81,13397.33
17.81,13397.33
17.81,13397.33
17.82,13397.33
17.82,13397.33
17.83,13397.33
17.83,13397.33
17.83,13412.39
17.84,13397.33
17.84,13412.39
17.85,13397.33
17.85,13412.39
17.85,13397.33
17.88,13397.33
17.88,13412.39
17.89,13397.33
17.89,13397.33
17.89,13397.33
17.90,13397.33
17.90,13412.39
17.91,13397.33
17.91,13397.33
17.91,13397.33
17.92,13397.33
17.92,13397.33
