Time (seconds),x,y,z
18.36,-20,1008,72
18.36,20,1036,152
18.37,20,1036,152
18.37,20,1036,152
18.38,-8,1032,136
18.38,-8,1032,136
18.39,-8,1032,136
18.39,-8,1032,136
18.39,-8,1032,136
18.40,4,1016,356
18.40,4,1016,356
18.41,4,1016,356
18.43,16,904,352
18.43,16,904,352
18.44,24,960,420
18.44,24,960,420
18.45,24,960,420
18.45,24,960,420
18.45,24,960,420
18.46,72,936,520
18.47,72,936,520
18.47,72,936,520
18.48,72,864,560
18.49,72,864,560
18.50,144,812,604
18.51,144,812,604
18.51,144,812,604
18.54,164,724,712
18.55,164,724,712
18.55,164,724,712
18.56,204,692,688
18.56,204,692,688
18.57,204,692,688
18.57,204,692,688
18.57,204,692,688
18.58,180,656,740
18.58,180,656,740
18.59,180,656,740
18.59,180,656,740
18.59,180,656,740
18.60,152,620,844
18.62,152,600,788
18.63,152,600,788
18.63,152,600,788
18.64,124,592,820
18.65,124,592,820
18.66,164,524,784
18.66,164,524,784
18.67,164,524,784
18.68,96,468,848
18.68,96,468,848
18.69,96,468,848
18.70,104,512,872
18.70,104,512,872
18.71,104,512,872
18.72,168,424,904
18.74,144,392,896
18.75,144,392,896
18.75,144,392,896
18.75,144,424,940
18.76,144,424,940
18.77,144,424,940
18.77,144,424,940
18.77,144,436,896
18.78,144,436,896
18.79,144,436,896
18.79,144,436,896
18.79,88,352,940
18.80,88,352,940
18.81,88,352,940
18.83,-44,484,944
18.84,72,456,1160
18.85,72,456,1160
18.85,48,324,760
18.86,48,324,760
18.87,48,324,760
18.87,96,204,988
18.88,96,204,988
18.89,96,204,988
18.90,80,292,1008
18.90,80,292,1008
18.91,80,292,1008
18.92,108,244,956
18.93,108,244,956
18.93,108,244,956
18.95,92,180,1044
18.96,92,180,1044
18.96,92,180,1044
18.97,92,180,1044
18.97,92,180,1044
18.97,88,68,980
18.98,88,68,980
18.98,88,68,980
18.99,88,68,980
18.99,88,68,980
18.99,56,112,1036
19.00,56,112,1036
19.01,56,112,1036
19.01,56,112,1036
19.14,140,-160,1112
19.14,140,-160,1112
19.15,140,-160,1112
19.15,140,-160,1112
19.15,60,-32,952
19.16,60,-32,952
19.16,60,-32,952
19.17,60,-32,952
19.17,60,-32,952
19.17,52,-76,968
19.18,52,-76,968
19.18,52,-76,968
19.19,52,-76,968
19.19,52,-76,968
19.19,40,-40,996
19.22,36,-44,996
19.23,36,-44,996
19.23,44,-56,992
19.24,44,-56,992
19.25,44,-56,992
19.26,36,-40,988
19.26,36,-40,988
19.27,36,-40,988
19.28,32,-56,992
19.29,32,-56,992
19.30,24,-56,980
19.30,24,-56,980
19.31,24,-56,980
19.31,24,-56,980
19.31,36,-56,996
19.34,44,-52,984
19.34,44,-52,984
19.35,44,-52,984
19.35,44,-52,984
19.35,28,-64,992
19.36,28,-64,992
19.36,28,-64,992
19.37,28,-64,992
19.37,28,-64,992
19.37,40,-56,992
19.38,40,-56,992
19.38,40,-56,992
19.39,40,-56,992
19.40,32,-60,992
19.41,32,-60,992
19.43,32,-72,976
19.44,32,-64,992
19.45,32,-64,992
19.45,40,-68,988
19.46,40,-68,988
19.47,32,-56,984
19.48,32,-56,984
19.48,32,-56,984
19.49,32,-56,984
19.49,32,-56,984
19.49,32,-68,984
19.50,32,-68,984
19.50,32,-68,984
19.51,32,-68,984
19.51,32,-68,984
19.53,40,-68,980
19.54,40,-68,980
19.54,40,-68,980
19.55,40,-68,980
19.55,40,-60,984
19.56,40,-60,984
19.56,40,-60,984
19.57,40,-60,984
19.57,28,-72,976
19.58,28,-72,976
19.58,28,-72,976
19.59,36,-64,984
19.60,36,-64,984
19.61,36,-64,984
19.61,36,-68,992
19.64,36,-68,1000
19.65,36,-68,1000
19.66,44,-68,984
19.66,44,-68,984
19.67,44,-68,984
19.67,48,-60,988
19.68,48,-60,988
19.68,48,-60,988
19.69,48,-60,988
19.69,44,-60,984
19.70,44,-60,984
19.70,44,-60,984
19.71,44,-60,984
19.71,40,-64,988
19.71,40,-64,988
19.74,32,-52,984
19.74,32,-52,984
19.75,32,-52,984
19.75,56,-80,1000
19.75,56,-80,1000
19.76,56,-80,1000
19.77,32,-28,976
19.78,32,-28,976
19.79,32,-28,976
19.79,40,12,1004
19.80,40,12,1004
19.81,36,4,964
19.82,36,4,964
19.83,36,4,964
19.83,20,0,1008
19.86,44,24,996
19.86,44,24,996
19.87,44,24,996
19.87,28,44,996
19.87,28,44,996
19.88,28,44,996
19.88,28,44,996
19.89,28,44,996
19.89,12,72,1016
19.89,12,72,1016
19.90,12,72,1016
19.90,12,72,1016
19.91,12,72,1016
19.91,4,120,1024
19.91,4,120,1024
19.92,4,120,1024
19.94,12,156,876
19.95,12,156,876
19.95,-16,208,1016
19.95,-16,208,1016
19.96,-16,208,1016
19.97,-8,224,1052
19.97,-8,224,1052
19.98,-8,224,1052
19.99,44,300,1260
20.00,44,300,1260
20.00,44,300,1260
20.01,-36,480,904
20.02,-36,480,904
20.02,-36,480,904
20.05,0,440,984
20.05,24,472,884
20.05,24,472,884
20.06,24,472,884
20.06,24,472,884
20.07,24,472,884
20.07,44,452,868
20.07,44,452,868
20.08,44,452,868
20.08,44,452,868
20.09,44,452,868
20.09,-104,584,824
20.09,-104,584,824
20.10,-104,584,824
20.10,-104,584,824
20.13,-12,548,864
20.13,20,612,724
20.13,20,612,724
20.14,20,612,724
20.15,20,612,724
20.15,-12,608,796
20.16,-12,608,796
20.17,-12,608,796
20.17,40,668,780
20.18,40,668,780
20.19,40,668,780
20.19,-32,780,872
20.20,-32,780,872
20.21,-32,780,872
20.23,0,804,608
20.23,0,804,608
20.24,0,804,608
20.24,0,804,608
20.25,0,804,608
20.25,-64,944,644
20.25,-64,944,644
20.26,-64,944,644
20.26,-64,944,644
20.27,-64,944,644
20.27,0,840,560
20.27,0,840,560
20.28,0,840,560
20.28,0,840,560
20.29,0,840,560
20.30,-12,856,532
20.31,8,944,492
20.31,8,944,492
20.32,8,944,492
20.33,-8,996,340
20.34,-8,996,340
20.34,-8,996,340
20.35,-68,924,320
20.36,-68,924,320
20.36,-68,924,320
20.37,-4,868,288
20.38,-4,868,288
20.38,-4,868,288
20.39,52,1040,160
20.40,52,1040,160
20.42,52,1024,40
20.43,52,1024,40
20.43,20,1044,28
20.43,20,1044,28
20.44,20,1044,28
20.44,20,1044,28
20.45,20,1044,-16
20.45,60,1020,-16
20.46,60,1020,-16
20.46,60,1020,-16
20.47,48,1024,-64
20.47,48,1024,-64
20.48,48,1024,-64
20.48,48,1024,-64
20.49,80,1024,-100
20.51,48,1088,-128
20.52,48,1088,-128
20.53,68,1064,-168
20.53,68,1064,-168
20.54,68,1064,-168
20.55,56,1004,-304
20.56,56,1004,-304
20.57,56,988,-316
20.58,56,988,-316
20.58,56,988,-316
20.59,60,940,-396
20.59,60,940,-396
20.60,60,940,-396
20.60,60,940,-396
20.63,72,944,-460
20.63,72,944,-460
20.63,72,944,-460
20.64,72,944,-460
20.64,72,944,-460
20.65,40,924,-456
20.65,40,924,-456
20.65,40,924,-456
20.66,40,924,-456
20.66,40,924,-456
20.67,12,836,-496
20.67,12,836,-496
20.67,12,836,-496
20.68,12,836,-496
20.81,12,676,-768
20.82,12,676,-768
20.82,12,676,-768
20.83,36,608,-836
20.83,36,608,-836
20.83,36,608,-836
20.84,36,608,-836
20.84,36,608,-836
20.85,68,636,-788
20.85,68,636,-788
20.85,68,636,-788
20.86,68,636,-788
20.87,88,552,-812
20.87,88,552,-812
20.90,4,560,-840
20.91,0,436,-916
20.91,0,436,-916
20.92,0,436,-916
20.93,24,468,-908
20.94,24,468,-908
20.95,20,464,-940
20.95,20,464,-940
20.96,20,464,-940
20.97,80,340,-936
20.97,80,340,-936
20.97,80,340,-936
20.98,80,340,-936
20.98,80,340,-936
20.99,48,260,-980
21.01,52,404,-976
21.01,52,404,-976
21.02,52,404,-976
21.02,52,404,-976
21.03,32,248,-1004
21.03,32,248,-1004
21.04,32,248,-1004
21.05,-32,92,-992
21.05,-32,92,-992
21.06,-32,92,-992
21.07,24,244,-1020
21.07,24,244,-1020
21.08,24,244,-1020
21.10,8,240,-952
21.11,-28,68,-864
21.12,-28,68,-864
21.12,-28,68,-864
21.13,52,24,-952
21.14,52,24,-952
21.14,52,24,-952
21.15,124,44,-1040
21.16,124,44,-1040
21.16,124,44,-1040
21.17,188,-4,-1140
21.17,188,-4,-1140
21.17,188,-4,-1140
21.18,188,-4,-1140
21.18,188,-4,-1140
21.21,128,28,-1028
21.21,128,28,-1028
21.21,128,28,-1028
21.22,128,28,-1028
21.23,124,-8,-1008
21.23,124,-8,-1008
21.24,124,-8,-1008
21.24,124,-8,-1008
21.25,160,-236,-972
21.26,160,-236,-972
21.27,132,-16,-984
21.27,132,-16,-984
21.28,132,-16,-984
21.31,200,40,-1468
21.32,200,40,-1468
21.32,200,40,-1468
21.33,56,40,-924
21.34,56,40,-924
21.34,132,-24,-1008
21.35,132,-24,-1008
21.35,132,-24,-1008
21.36,132,-24,-1008
21.36,132,-24,-1008
21.37,108,-52,-952
21.37,108,-52,-952
21.37,108,-52,-952
21.40,112,44,-960
21.41,116,48,-1044
21.41,116,48,-1044
21.41,116,48,-1044
21.42,108,0,-1000
21.43,108,0,-1000
21.43,108,0,-1000
21.44,116,0,-992
21.45,116,0,-992
21.46,116,0,-992
21.47,112,-8,-992
21.47,112,-8,-992
21.48,112,-8,-992
21.49,112,12,-996
21.49,112,12,-996
21.52,116,4,-1016
21.52,104,4,-1008
21.53,104,4,-1008
21.53,104,4,-1008
21.54,104,4,-1008
21.54,116,-4,-996
21.55,116,-4,-996
21.55,116,-4,-996
21.55,116,-4,-996
21.56,116,-4,-996
21.56,124,12,-1004
21.57,124,12,-1004
21.57,124,12,-1004
21.57,124,12,-1004
21.60,116,0,-1012
21.60,92,44,-1000
21.61,92,44,-1000
21.61,92,44,-1000
21.62,136,4,-1040
21.63,136,4,-1040
21.63,136,4,-1040
21.64,128,4,-1008
21.65,128,4,-1008
21.65,128,4,-1008
21.66,124,-24,-984
21.67,124,-24,-984
21.68,124,-24,-984
21.68,120,16,-1004
21.71,120,4,-1008
21.71,120,4,-1008
21.72,120,4,-1008
21.72,132,-20,-1036
21.73,132,-20,-1036
21.73,132,-20,-1036
21.73,132,-20,-1036
21.74,132,-20,-1036
21.74,116,8,-988
21.75,116,8,-988
21.75,116,8,-988
21.75,116,8,-988
21.76,116,8,-988
21.77,104,0,-992
21.78,308,-168,-864
21.79,308,-168,-864
21.80,308,-168,-864
21.81,132,-36,-1004
21.81,132,-36,-1004
21.82,132,-36,-1004
21.83,104,12,-976
21.83,104,12,-976
21.84,104,4,-876
21.85,104,4,-876
21.86,104,4,-876
21.87,100,-32,-956
21.87,100,-32,-956
21.90,156,-4,-888
21.91,80,64,-992
21.91,80,64,-992
21.91,80,64,-992
21.92,80,64,-992
21.92,128,36,-988
21.93,128,36,-988
21.93,128,36,-988
21.93,128,36,-988
21.94,128,36,-988
21.94,112,28,-988
21.95,112,28,-988
21.95,112,28,-988
21.95,112,28,-988
21.96,112,28,-988
21.98,136,68,-996
21.99,136,68,-996
21.99,136,68,-996
22.00,96,-88,-1008
22.01,96,-88,-1008
22.02,96,-88,-1008
22.02,16,112,-1308
22.03,16,112,-1308
22.04,16,112,-1308
22.05,48,36,-976
22.06,48,36,-976
22.06,152,-128,-996
22.07,152,-128,-996
22.09,108,-12,-1016
22.10,108,-12,-1016
22.10,52,84,-1052
22.11,52,84,-1052
22.11,52,84,-1052
22.11,52,84,-1052
22.12,52,84,-1052
22.12,16,148,-1012
22.13,16,148,-1012
22.13,16,148,-1012
22.13,16,148,-1012
22.14,16,148,-1012
22.14,-208,260,-896
22.15,-208,260,-896
22.17,284,-352,-1036
22.18,132,-48,-1016
22.19,132,-48,-1016
22.20,132,-48,-1016
22.21,44,-16,-1004
22.21,44,-16,-1004
22.22,100,-32,-1016
22.23,100,-32,-1016
22.24,88,176,-1012
22.25,88,176,-1012
22.25,88,176,-1012
22.26,16,104,-1020
22.27,16,104,-1020
22.29,60,100,-1020
22.29,60,100,-1020
22.30,60,100,-1020
22.30,40,96,-1008
22.31,40,96,-1008
22.31,40,96,-1008
22.31,40,96,-1008
22.32,20,88,-1036
22.33,20,88,-1036
22.33,20,88,-1036
22.33,20,88,-1036
22.34,28,60,-1012
22.35,28,60,-1012
22.35,28,60,-1012
22.48,92,-72,-944
22.48,92,-72,-944
22.49,92,-72,-944
22.49,92,-72,-944
22.49,92,-72,-944
22.50,132,-96,-1008
22.50,132,-96,-1008
22.51,132,-96,-1008
22.51,132,-96,-1008
22.51,132,-96,-1008
22.52,80,16,-1020
22.52,80,16,-1020
22.53,80,16,-1020
22.53,80,16,-1020
22.55,72,4,-980
22.56,40,44,-996
22.57,40,44,-996
22.57,40,44,-996
22.58,64,4,-956
22.59,64,4,-956
22.59,64,4,-956
22.60,24,60,-984
22.61,24,60,-984
22.61,24,60,-984
22.62,132,0,-1060
22.63,132,0,-1060
22.63,132,0,-1060
22.64,-48,156,-1040
22.65,-48,156,-1040
22.67,68,64,-956
22.68,44,36,-1016
22.68,44,36,-1016
22.69,44,36,-1016
22.69,44,36,-1016
22.69,44,36,-1016
22.70,88,112,-984
22.70,88,112,-984
22.71,88,112,-984
22.71,88,112,-984
22.72,96,44,-1100
22.72,96,44,-1100
22.73,96,44,-1100
22.74,-8,120,-1024
22.76,44,4,-1012
22.77,44,4,-1012
22.78,124,-36,-1040
22.78,124,-36,-1040
22.79,124,-36,-1040
22.80,108,-24,-1036
22.80,108,-24,-1036
22.81,108,-24,-1036
22.82,156,-36,-1092
22.82,156,-36,-1092
22.83,156,-36,-1092
22.83,156,-36,-1092
22.84,416,-168,-1676
22.86,-24,-24,-1548
22.87,-24,-24,-1548
22.87,-24,-24,-1548
22.87,-24,-24,-1548
22.88,420,136,-624
22.88,420,136,-624
22.89,420,136,-624
22.89,420,136,-624
22.90,-580,-88,648
22.90,-580,-88,648
22.91,-580,-88,648
22.91,-580,-88,648
22.92,-80,-232,-1168
22.95,-148,-196,-1064
22.95,-148,-196,-1064
22.96,-524,4,-1520
22.97,-524,4,-1520
22.98,-524,4,-1520
22.98,316,-352,-952
22.99,316,-352,-952
23.00,-456,-232,-300
23.01,-456,-232,-300
23.01,-456,-232,-300
23.02,-512,-272,-56
23.02,-512,-272,-56
23.03,-512,-272,-56
23.05,-248,-292,-1276
23.05,-248,-292,-1276
23.06,-368,-200,-784
23.06,-368,-200,-784
23.07,-368,-200,-784
23.07,-368,-200,-784
23.07,-368,-200,-784
23.08,-348,-268,-1028
23.09,-348,-268,-1028
23.09,-348,-268,-1028
23.10,-280,-276,-928
23.11,-280,-276,-928
23.13,-392,-240,-988
23.14,-396,-284,-1044
23.15,-396,-284,-1044
23.16,-376,-252,-1044
23.16,-376,-252,-1044
23.17,-376,-252,-1044
23.18,-572,-196,-900
23.19,-572,-196,-900
23.20,-528,-324,-784
23.20,-528,-324,-784
23.21,-528,-324,-784
23.21,-528,-324,-784
23.23,-324,-412,-740
23.24,-324,-412,-740
23.25,-324,-412,-740
23.25,-324,-412,-740
23.25,-268,-468,-904
23.26,-268,-468,-904
23.27,-268,-468,-904
23.28,-344,-484,-836
23.28,-344,-484,-836
23.29,-344,-484,-836
23.30,-392,-544,-672
23.30,-392,-544,-672
23.33,-352,-484,-384
23.33,-188,-564,-1024
23.34,-188,-564,-1024
23.35,-188,-564,-1024
23.36,-100,-588,-524
23.37,-100,-588,-524
23.38,80,-652,-848
23.38,80,-652,-848
23.39,80,-652,-848
23.39,136,-640,-892
23.40,136,-640,-892
23.40,136,-640,-892
23.43,456,-632,-656
23.43,456,-632,-656
23.43,300,-716,-640
23.44,300,-716,-640
23.44,300,-716,-640
23.45,300,-716,-640
23.45,420,-796,-920
23.46,420,-796,-920
23.47,420,-796,-920
23.47,376,-752,-348
23.48,376,-752,-348
23.49,376,-752,-348
23.50,260,-720,-560
23.52,196,-764,-576
23.53,196,-764,-576
23.54,392,-820,-324
23.55,392,-820,-324
23.55,472,-920,-276
23.56,472,-920,-276
23.57,472,-920,-276
23.58,276,-836,-584
23.58,276,-836,-584
23.59,276,-836,-584
23.59,276,-836,-584
23.59,388,-916,-396
23.60,388,-916,-396
23.62,368,-872,-180
23.63,368,-872,-180
23.63,368,-872,-180
23.63,364,-956,-248
23.64,364,-956,-248
23.65,364,-956,-248
23.65,272,-884,-148
23.66,272,-884,-148
23.67,272,-884,-148
23.68,324,-976,128
23.69,324,-976,128
23.69,328,-944,-224
23.70,328,-944,-224
23.73,284,-984,12
23.74,264,-948,-36
23.74,264,-948,-36
23.75,264,-948,-36
23.76,292,-988,4
23.76,292,-988,4
23.77,292,-988,4
23.77,292,-988,4
23.77,192,-956,328
23.78,192,-956,328
23.78,192,-956,328
23.79,192,-956,328
23.79,192,-956,328
23.79,60,-912,76
23.82,232,-928,276
23.82,232,-928,276
23.83,232,-928,276
23.84,248,-992,348
23.84,248,-992,348
23.85,248,-992,348
23.86,192,-888,360
23.87,192,-888,360
23.87,344,-984,372
23.88,344,-984,372
23.89,344,-984,372
23.90,344,-968,368
23.91,344,-968,368
23.93,172,-908,248
23.94,172,-908,248
23.95,172,-908,248
23.95,172,-908,248
23.95,136,-900,156
23.96,136,-900,156
23.96,136,-900,156
23.97,136,-900,156
23.97,136,-900,156
23.97,48,-848,140
23.98,48,-848,140
23.98,48,-848,140
23.99,48,-848,140
23.99,48,-848,140
24.13,204,-688,668
24.14,0,-736,532
24.14,0,-736,532
24.15,0,-736,532
24.15,0,-640,864
24.15,0,-640,864
24.16,0,-640,864
24.16,0,-640,864
24.17,0,-640,864
24.17,60,-656,932
24.18,60,-656,932
24.18,60,-656,932
24.19,60,-656,932
24.19,204,-724,896
24.21,120,-652,684
24.22,120,-652,684
24.23,120,-652,684
24.23,32,-652,632
24.24,32,-652,632
24.25,32,-652,632
24.25,8,-568,644
24.26,8,-568,644
24.27,8,-568,644
24.27,-8,-540,796
24.28,-8,-540,796
24.29,-8,-540,796
24.29,-44,-580,716
24.30,-44,-580,716
24.31,-44,-580,716
24.33,-108,-668,680
24.33,-108,-668,680
24.34,-108,-668,680
24.34,-108,-668,680
24.35,-108,-668,680
24.35,36,-472,708
24.35,36,-472,708
24.36,36,-472,708
24.36,36,-472,708
24.37,36,-472,708
24.37,-4,-400,856
24.37,-4,-400,856
24.38,-4,-400,856
24.40,-132,-492,648
24.41,24,-164,880
24.42,24,-164,880
24.42,24,-164,880
24.43,-72,-440,836
24.44,-72,-440,836
24.44,-72,-440,836
24.45,-28,-404,932
24.46,-28,-404,932
24.46,-28,-404,932
24.47,140,-344,992
24.48,140,-344,992
24.49,140,-344,992
24.50,168,-352,948
24.52,-216,-400,796
24.52,-216,-400,796
24.53,-216,-400,796
24.53,-184,-308,952
24.53,-184,-308,952
24.54,-184,-308,952
24.54,-184,-308,952
24.55,-184,-308,952
24.55,148,-256,948
24.55,148,-256,948
24.56,148,-256,948
24.56,148,-256,948
24.57,148,-256,948
24.59,-244,-92,1176
24.60,-244,-92,1176
24.61,-244,-92,1176
24.61,-136,-280,1036
24.62,-136,-280,1036
24.63,-48,-252,968
24.64,-48,-252,968
24.65,-48,-252,968
24.66,-100,-48,952
24.66,-100,-48,952
24.67,4,-240,980
24.68,4,-240,980
24.69,4,-240,980
24.71,-12,-228,1004
24.71,-12,-228,1004
24.72,-12,-228,1004
24.72,-12,-228,1004
24.73,-12,-228,1004
24.73,16,-220,1004
24.73,16,-220,1004
24.74,16,-220,1004
24.74,16,-220,1004
24.75,16,-220,1004
24.75,80,0,720
24.75,80,0,720
24.76,80,0,720
24.76,80,0,720
24.79,-44,-540,1344
24.79,-124,400,456
24.80,-124,400,456
24.81,-124,400,456
24.81,40,-264,1060
24.82,40,-264,1060
24.83,176,-420,1260
24.84,176,-420,1260
24.85,-76,-252,1040
24.86,-76,-252,1040
24.86,-76,-252,1040
24.87,-4,-224,892
24.87,-4,-224,892
24.88,-4,-224,892
24.90,72,-152,784
24.91,72,-152,784
24.91,36,-152,800
24.91,36,-152,800
24.92,36,-152,800
24.92,36,-152,800
24.93,180,-136,868
24.93,180,-136,868
24.94,180,-136,868
24.95,304,-208,1380
24.95,304,-208,1380
24.96,304,-208,1380
24.97,56,-300,1440
24.99,172,-12,924
25.00,172,-12,924
25.01,420,-4,864
25.02,420,-4,864
25.03,344,260,576
25.03,344,260,576
25.04,344,260,576
25.05,292,-568,1176
25.05,292,-568,1176
25.06,292,-568,1176
25.07,-1196,-24,2040
25.07,-1196,-24,2040
25.08,-1196,-24,2040
25.08,-1196,-24,2040
25.11,172,16,884
25.11,172,16,884
25.11,172,16,884
25.12,172,16,884
25.12,172,16,884
25.13,304,64,960
25.13,304,64,960
25.13,304,64,960
25.14,304,64,960
25.14,304,64,960
25.15,220,36,1024
25.15,220,36,1024
25.16,220,36,1024
25.17,264,-4,968
25.19,232,-4,944
25.20,232,-4,944
25.21,24,0,1044
25.22,24,0,1044
25.22,24,0,1044
25.23,140,56,948
25.24,140,56,948
25.24,140,56,948
25.25,176,76,1068
25.25,176,76,1068
25.26,176,76,1068
25.26,176,76,1068
25.27,-8,48,1112
25.27,-8,48,1112
25.27,-8,48,1112
25.30,84,88,1032
25.30,84,88,1032
25.31,-52,104,1008
25.31,-52,104,1008
25.32,-52,104,1008
25.33,184,116,964
25.33,184,116,964
25.34,184,116,964
25.35,112,52,936
25.35,112,52,936
25.36,112,52,936
25.37,188,12,920
25.37,188,12,920
25.38,188,12,920
25.39,132,52,964
25.41,96,76,992
25.42,96,76,992
25.43,52,84,1028
25.43,52,84,1028
25.44,52,84,1028
25.44,52,84,1028
25.45,52,92,1020
25.45,52,92,1020
25.45,52,92,1020
25.46,52,92,1020
25.46,52,92,1020
25.47,48,88,972
25.47,48,88,972
25.47,48,88,972
25.48,48,88,972
25.50,88,104,972
25.51,80,88,1012
25.51,80,88,1012
25.51,80,88,1012
25.52,80,88,1012
25.52,80,88,1012
25.53,40,96,992
25.53,40,96,992
25.54,40,96,992
25.55,32,96,992
25.55,32,96,992
25.56,32,96,992
25.57,64,-8,1036
25.57,64,-8,1036
25.58,64,-8,1036
25.59,60,112,984
25.61,-60,12,932
25.62,-60,12,932
25.62,-60,12,932
25.63,80,24,1000
25.63,80,24,1000
25.63,80,24,1000
25.64,80,24,1000
25.64,80,24,1000
25.65,212,96,980
25.65,212,96,980
25.65,212,96,980
25.66,212,96,980
25.66,212,96,980
25.67,252,-88,980
25.67,252,-88,980
25.80,68,4,984
25.81,-84,72,804
25.81,-84,72,804
25.81,-84,72,804
25.82,-84,72,804
25.82,-84,72,804
25.83,76,-84,960
25.83,76,-84,960
25.83,76,-84,960
25.84,76,-84,960
25.84,76,-84,960
25.85,276,-92,1064
25.85,276,-92,1064
25.85,276,-92,1064
25.87,336,-196,1032
25.88,336,-196,1032
25.88,308,-92,1000
25.89,308,-92,1000
25.90,308,-92,1000
25.91,24,-80,728
25.91,24,-80,728
25.92,24,-80,728
25.93,108,-216,740
25.93,108,-216,740
25.94,200,-396,880
25.95,200,-396,880
25.96,200,-396,880
25.97,204,-572,920
25.99,268,-652,984
26.00,268,-652,984
26.00,316,-572,1012
26.01,316,-572,1012
26.01,316,-572,1012
26.01,316,-572,1012
26.02,316,-572,1012
26.02,280,-648,796
26.03,280,-648,796
26.03,280,-648,796
26.03,280,-648,796
26.04,280,-648,796
26.04,304,-652,660
26.07,336,-692,724
26.07,336,-692,724
26.08,336,-692,724
26.08,192,-716,488
26.09,192,-716,488
26.10,192,-716,488
26.10,232,-740,476
26.11,232,-740,476
26.12,232,-740,476
26.13,228,-772,480
26.13,228,-772,480
26.14,208,-772,356
26.15,208,-772,356
26.16,208,-772,356
26.18,160,-920,164
26.19,160,-920,164
26.19,160,-920,164
26.19,160,-920,164
26.20,160,-920,164
26.20,160,-944,56
26.21,160,-944,56
26.21,160,-944,56
26.21,160,-944,56
26.22,160,-944,56
26.22,172,-940,28
26.23,172,-940,28
26.23,172,-940,28
26.23,172,-940,28
26.26,92,-928,-4
26.26,88,-936,0
26.27,88,-936,0
26.27,88,-936,0
26.27,88,-936,0
26.28,88,-936,0
26.28,52,-968,-52
26.29,52,-968,-52
26.30,52,-968,-52
26.31,44,-924,-132
26.31,44,-924,-132
26.32,112,-928,-32
26.33,112,-928,-32
26.34,112,-928,-32
26.36,12,-1056,-220
26.37,12,-1056,-220
26.38,12,-1056,-220
26.38,-204,-1052,-424
26.39,-204,-1052,-424
26.39,-204,-1052,-424
26.39,-204,-1052,-424
26.40,-204,-1052,-424
26.40,80,-832,-468
26.41,80,-832,-468
26.41,80,-832,-468
26.41,80,-832,-468
26.42,80,-832,-468
26.44,128,-876,-296
26.45,128,-876,-296
26.45,128,-876,-296
26.45,128,-876,-296
26.46,128,-876,-296
26.46,-16,-744,-464
26.47,-16,-744,-464
26.48,-16,-744,-464
26.49,72,-912,-544
26.49,72,-912,-544
26.50,0,-784,-436
26.51,0,-784,-436
26.51,0,-784,-436
26.54,-28,-788,-584
26.55,8,-728,-608
26.56,8,-728,-608
26.56,24,-896,-600
26.57,24,-896,-600
26.57,24,-896,-600
26.57,24,-896,-600
26.58,24,-896,-600
26.58,-16,-700,-672
26.59,-16,-700,-672
26.59,-16,-700,-672
26.59,-16,-700,-672
26.60,-16,-700,-672
26.62,-96,-720,-888
26.63,-96,-720,-888
26.64,-96,-720,-888
26.65,-44,-616,-760
26.65,-44,-616,-760
26.66,-44,-628,-808
26.67,56,-628,-808
26.67,56,-628,-808
26.68,100,-560,-768
26.69,100,-560,-768
26.69,100,-560,-768
26.70,20,-540,-1172
26.71,20,-540,-1172
26.73,-28,-492,-976
26.74,-92,-420,-1176
26.75,-92,-420,-1176
26.75,-92,-420,-1176
26.75,-92,-420,-1176
26.76,-92,-316,-968
26.77,60,-316,-968
26.77,60,-316,-968
26.77,60,-316,-968
26.78,-68,-280,-896
26.79,-68,-280,-896
26.79,-68,-280,-896
26.79,-68,-280,-896
26.82,-96,-212,-792
26.83,-96,-212,-792
26.83,-96,-212,-792
26.84,-52,-176,-1056
26.85,-52,-176,-1056
26.86,12,-112,-964
26.87,12,-112,-964
26.87,12,-112,-964
26.88,100,-180,-1268
26.89,100,-180,-1268
26.90,4,-144,-1024
26.91,4,-144,-1024
26.92,4,-144,-1024
26.94,8,-224,-880
26.94,8,-224,-880
26.95,8,-224,-880
26.95,8,-224,-880
26.95,8,-224,-880
26.96,8,-132,-996
26.96,8,-132,-996
26.97,8,-132,-996
26.97,8,-132,-996
26.97,8,-132,-996
26.98,16,-152,-1032
26.98,16,-152,-1032
26.99,16,-152,-1032
26.99,16,-152,-1032
27.01,32,-120,-920
27.02,104,-100,-996
27.03,104,-100,-996
27.03,104,-100,-996
27.04,16,-104,-1056
27.05,16,-104,-1056
27.05,16,-104,-1056
27.06,-12,-80,-1036
27.07,-12,-80,-1036
27.08,-8,-84,-1060
27.09,-8,-84,-1060
27.10,-8,-84,-1060
27.10,28,-68,-1000
27.13,36,-96,-984
27.13,36,-96,-984
27.13,36,-96,-984
27.14,20,-64,-1008
27.15,20,-64,-1008
27.15,20,-64,-1008
27.15,20,-64,-1008
27.16,-12,-52,-980
27.16,-12,-52,-980
27.17,-12,-52,-980
27.17,-12,-52,-980
27.17,-12,-52,-980
27.18,72,-40,-1056
27.20,-120,-56,-1016
27.21,-120,-56,-1016
27.22,20,-128,-1016
27.23,20,-128,-1016
27.23,20,-128,-1016
27.24,24,-84,-1040
27.25,24,-84,-1040
27.26,-116,-108,-1008
27.27,-116,-108,-1008
27.28,-116,-108,-1008
27.28,24,-96,-1008
27.29,24,-96,-1008
27.30,-36,-144,-1452
27.43,60,-104,-1000
27.44,-44,-104,-1032
