Time (seconds),x,y,z
9.31,-952,-240,-144
9.31,-952,-240,-144
9.31,-952,-240,-144
9.32,-924,-284,-88
9.32,-924,-284,-88
9.33,-924,-284,-88
9.35,-936,-240,-148
9.36,-988,-196,-144
9.37,-988,-196,-144
9.38,-944,-188,-192
9.38,-944,-188,-192
9.39,-944,-188,-192
9.40,-904,-260,-284
9.40,-904,-260,-284
9.41,-904,-260,-284
9.42,-900,-264,-296
9.42,-900,-264,-296
9.43,-900,-264,-296
9.46,-812,-252,-380
9.46,-812,-252,-380
9.47,-812,-252,-380
9.47,-812,-252,-380
9.48,-788,-324,-496
9.48,-788,-324,-496
9.49,-788,-324,-496
9.49,-788,-324,-496
9.50,-828,-372,-328
9.50,-828,-372,-328
9.51,-828,-372,-328
9.51,-828,-372,-328
9.51,-944,-264,-536
9.54,-848,-236,-532
9.55,-848,-236,-532
9.55,-808,-248,-624
9.56,-808,-248,-624
9.57,-808,-248,-624
9.57,-796,-284,-468
9.58,-796,-284,-468
9.59,-796,-284,-468
9.59,-812,-204,-332
9.60,-812,-204,-332
9.61,-812,-204,-332
9.61,-884,-100,-440
9.62,-884,-100,-440
9.65,-784,-340,-688
9.65,-784,-340,-688
9.65,-768,-172,-672
9.66,-768,-172,-672
9.66,-768,-172,-672
9.67,-768,-172,-672
9.67,-768,-172,-672
9.67,-768,-256,-720
9.68,-768,-256,-720
9.68,-768,-256,-720
9.69,-768,-256,-720
9.69,-768,-256,-720
9.69,-736,-308,-704
9.72,-768,-136,-376
9.72,-768,-136,-376
9.73,-768,-136,-376
9.74,-756,-72,-580
9.74,-756,-72,-580
9.75,-756,-72,-580
9.76,-724,-260,-756
9.76,-724,-260,-756
9.77,-724,-260,-756
9.78,-792,-280,-532
9.79,-792,-280,-532
9.80,-688,-224,-412
9.80,-688,-224,-412
9.83,-684,-108,-788
9.83,-684,-108,-788
9.83,-668,-92,-720
9.84,-668,-92,-720
9.84,-668,-92,-720
9.85,-668,-92,-720
9.85,-668,-92,-720
9.85,-664,-200,-756
9.86,-664,-200,-756
9.86,-664,-200,-756
9.87,-664,-200,-756
9.87,-664,-200,-756
9.87,-648,-328,-756
9.90,-736,-172,-816
9.91,-736,-172,-816
9.91,-572,-204,-1056
9.92,-572,-204,-1056
9.93,-572,-204,-1056
9.93,-640,-352,-596
9.94,-640,-352,-596
9.95,-640,-352,-596
9.95,-624,24,-588
9.96,-624,24,-588
9.97,-624,24,-588
9.98,-600,-176,-848
9.98,-600,-176,-848
10.01,-536,-240,-1076
10.01,-632,-180,-160
10.02,-632,-180,-160
10.02,-632,-180,-160
10.03,-632,-180,-160
10.03,-632,-180,-160
10.03,-628,-160,-472
10.04,-628,-160,-472
10.04,-628,-160,-472
10.05,-628,-160,-472
10.05,-628,-160,-472
10.05,-652,556,-756
10.08,-348,-440,-940
10.09,-348,-440,-940
10.09,-348,-440,-940
10.10,-256,-264,-972
10.11,-256,-264,-972
10.11,-336,-324,-924
10.12,-336,-324,-924
10.13,-412,-212,-1024
10.14,-412,-212,-1024
10.15,-412,-212,-1024
10.16,-376,-200,-724
10.16,-376,-200,-724
10.19,-388,-96,-1000
10.20,-384,-112,-1064
10.20,-384,-112,-1064
10.21,-384,-112,-1064
10.21,-384,-112,-1064
10.21,-376,-108,-972
10.22,-376,-108,-972
10.22,-376,-108,-972
10.23,-376,-108,-972
10.23,-384,-140,-908
10.24,-384,-140,-908
10.24,-384,-140,-908
10.27,-404,-80,-920
10.27,-408,-56,-912
10.28,-408,-56,-912
10.29,-380,-172,-908
10.30,-380,-172,-908
10.31,-380,-172,-908
10.31,-360,-92,-880
10.32,-360,-92,-880
10.33,-328,-196,-1080
10.34,-328,-196,-1080
10.35,-328,-196,-1080
10.35,-376,-168,-660
10.38,-176,-204,-680
10.39,-176,-204,-680
10.39,-964,-516,-220
10.39,-964,-516,-220
10.40,-964,-516,-220
10.40,-964,-516,-220
10.41,-964,-516,-220
10.41,-220,-68,-732
10.41,-220,-68,-732
10.42,-220,-68,-732
10.42,-220,-68,-732
10.43,-220,-68,-732
10.43,-164,-276,-584
10.45,-44,-56,-608
10.46,-44,-56,-608
10.47,-588,556,-16
10.47,-588,556,-16
10.48,-588,556,-16
10.49,32,256,-652
10.50,32,256,-652
10.51,32,256,-652
10.51,44,372,-892
10.52,44,372,-892
10.53,128,80,-1052
10.54,128,80,-1052
10.54,128,80,-1052
10.68,0,76,-1000
10.69,0,76,-1000
10.69,28,48,-1016
10.70,28,48,-1016
10.71,28,48,-1016
10.71,52,44,-1020
10.72,52,44,-1020
10.73,52,44,-1020
10.74,24,20,-1044
10.74,24,20,-1044
10.75,24,20,-1044
10.76,-28,56,-1012
10.76,-28,56,-1012
10.77,-28,56,-1012
10.77,16,-20,-992
10.79,40,32,-1020
10.80,40,32,-1020
10.80,40,32,-1020
10.81,40,32,-1020
10.81,44,52,-996
10.81,44,52,-996
10.82,44,52,-996
10.82,44,52,-996
10.83,44,52,-996
10.83,40,52,-1048
10.83,40,52,-1048
10.84,40,52,-1048
10.85,40,52,-1048
10.85,68,24,-1028
10.87,88,80,-968
10.88,88,80,-968
10.89,164,108,-976
10.90,164,108,-976
10.91,164,108,-976
10.91,84,12,-1008
10.92,84,12,-1008
10.93,84,12,-1008
10.93,-36,76,-980
10.94,-36,76,-980
10.95,-36,76,-980
10.95,52,24,-988
10.95,52,24,-988
10.96,52,24,-988
10.98,112,68,-1060
10.99,112,68,-1060
10.99,28,200,-980
10.99,28,200,-980
11.00,28,200,-980
11.00,28,200,-980
11.01,-92,176,-1008
11.01,-92,176,-1008
11.02,-92,176,-1008
11.03,-28,200,-992
11.03,-28,200,-992
11.04,-28,200,-992
11.05,36,-20,-1016
11.05,36,-20,-1016
11.08,136,-52,-860
11.09,80,36,-884
11.10,80,36,-884
11.10,80,36,-884
11.11,88,56,-944
11.12,88,56,-944
11.12,88,56,-944
11.13,68,0,-1108
11.13,68,0,-1108
11.14,68,0,-1108
11.14,68,0,-1108
11.15,-32,48,-1092
11.15,-32,48,-1092
11.15,-32,48,-1092
11.17,12,108,-1024
11.18,12,108,-1024
11.18,12,108,-1024
11.19,72,52,-980
11.19,72,52,-980
11.19,72,52,-980
11.20,72,52,-980
11.20,72,52,-980
11.21,4,84,-964
11.21,4,84,-964
11.22,4,84,-964
11.22,4,84,-964
11.23,4,144,-1052
11.24,4,144,-1052
11.25,-8,28,-980
11.27,-4,88,-1004
11.28,-4,88,-1004
11.29,40,72,-952
11.29,40,72,-952
11.30,40,72,-952
11.31,80,116,-908
11.32,80,116,-908
11.32,80,116,-908
11.33,-16,148,-956
11.33,-16,148,-956
11.33,-16,148,-956
11.34,-16,148,-956
11.34,-16,148,-956
11.35,-24,104,-1020
11.37,-224,72,-900
11.37,-224,72,-900
11.38,-224,72,-900
11.38,-224,72,-900
11.39,56,80,-904
11.39,56,80,-904
11.39,56,80,-904
11.40,56,80,-904
11.40,56,80,-904
11.41,-36,40,-972
11.41,-36,40,-972
11.41,-36,40,-972
11.42,-36,40,-972
11.43,-8,52,-1064
11.44,-8,52,-1064
11.46,4,184,-964
11.47,-16,76,-912
11.48,-16,76,-912
11.49,44,136,-992
11.50,44,136,-992
11.50,44,136,-992
11.51,4,80,-1028
11.51,4,80,-1028
11.51,4,80,-1028
11.52,4,80,-1028
11.52,4,80,-1028
11.53,-12,28,-1056
11.53,-12,28,-1056
11.53,-12,28,-1056
11.56,28,68,-1024
11.56,28,68,-1024
11.57,4,88,-984
11.57,4,88,-984
11.57,4,88,-984
11.58,4,88,-984
11.58,4,88,-984
11.59,16,16,-1032
11.59,16,16,-1032
11.60,16,16,-1032
11.61,132,36,-936
11.61,132,36,-936
11.62,132,36,-936
11.63,140,164,-1176
11.64,140,164,-1176
11.66,-188,12,-980
11.67,180,68,-1016
11.68,180,68,-1016
11.69,148,20,-1060
11.69,148,20,-1060
11.69,148,20,-1060
11.70,148,20,-1060
11.70,148,20,-1060
11.71,-8,28,-1088
11.71,-8,28,-1088
11.71,-8,28,-1088
11.72,-8,28,-1088
11.72,-8,28,-1088
11.75,76,-24,-1040
11.75,76,-24,-1040
11.76,76,-24,-1040
11.76,76,-24,-1040
11.77,20,52,-1044
11.77,20,52,-1044
11.78,20,52,-1044
11.79,8,196,-956
11.80,8,196,-956
11.81,36,112,-924
11.81,36,112,-924
11.82,76,164,-976
11.83,76,164,-976
11.84,76,164,-976
11.86,44,92,-1076
11.87,88,132,-1004
11.87,88,132,-1004
11.88,88,132,-1004
11.88,88,132,-1004
11.89,44,172,-1000
11.89,44,172,-1000
11.89,44,172,-1000
11.90,44,172,-1000
11.90,44,136,-1008
11.91,44,136,-1008
11.91,44,136,-1008
11.92,44,136,-1008
11.92,44,192,-940
11.95,12,192,-1012
11.95,12,192,-1012
11.95,12,192,-1012
11.96,60,216,-980
11.97,60,216,-980
11.98,60,216,-980
11.99,236,156,-992
11.99,236,156,-992
12.00,236,156,-992
12.01,144,248,-908
12.01,144,248,-908
12.02,144,248,-908
12.03,176,260,-832
12.03,176,260,-832
12.06,68,208,-992
12.07,24,220,-1084
12.07,24,220,-1084
12.07,24,220,-1084
12.08,24,220,-1084
12.08,188,168,-964
12.09,188,168,-964
12.09,188,168,-964
12.09,188,168,-964
12.10,188,168,-964
12.10,-44,252,-868
12.11,-44,252,-868
12.11,-44,252,-868
12.13,192,216,-1084
12.14,244,148,-972
12.15,244,148,-972
12.16,244,148,-972
12.16,144,188,-984
12.17,144,188,-984
12.18,144,188,-984
12.18,92,228,-988
12.19,92,228,-988
12.20,92,228,-988
12.20,196,216,-976
12.21,196,216,-976
12.22,196,216,-976
12.22,164,164,-948
12.35,412,188,-872
12.36,412,188,-872
12.37,468,164,-896
12.37,468,164,-896
12.38,496,140,-852
12.39,496,140,-852
12.40,496,140,-852
12.40,580,148,-880
12.41,580,148,-880
12.42,580,148,-880
12.43,628,120,-808
12.43,628,120,-808
12.43,628,120,-808
12.46,692,96,-768
12.46,708,104,-712
12.47,708,104,-712
12.47,708,104,-712
12.47,708,104,-712
12.48,708,104,-712
12.48,744,116,-680
12.49,744,116,-680
12.49,744,116,-680
12.50,744,116,-680
12.50,816,76,-648
12.51,816,76,-648
12.51,816,76,-648
12.51,816,76,-648
12.54,824,76,-660
12.55,744,112,-668
12.55,744,112,-668
12.56,744,112,-668
12.57,948,-16,-576
12.57,948,-16,-576
12.58,948,-16,-576
12.59,888,16,-612
12.60,888,16,-612
12.60,828,100,-532
12.61,828,100,-532
12.62,828,100,-532
12.62,924,104,-536
12.63,924,104,-536
12.65,836,128,-476
12.65,836,128,-476
12.66,836,128,-476
12.66,1036,-20,-372
12.67,1036,-20,-372
12.67,1036,-20,-372
12.67,1036,-20,-372
12.68,984,56,-352
12.69,984,56,-352
12.69,984,56,-352
12.69,984,56,-352
12.70,984,56,-352
12.70,956,24,-324
12.73,1056,-4,-300
12.73,1056,-4,-300
12.74,1000,44,-288
12.75,1000,44,-288
12.76,1000,112,-324
12.77,1140,112,-324
12.78,1140,112,-324
12.78,980,28,-228
12.79,980,28,-228
12.80,980,28,-228
12.80,1024,-16,-260
12.81,1024,-16,-260
12.81,1024,-16,-260
12.82,1004,8,-200
12.83,1004,8,-200
12.84,1004,8,-200
12.84,1032,-36,-72
12.85,1032,-36,-72
12.85,1032,-36,-72
12.85,1032,-36,-72
12.86,1032,-36,-72
12.86,1004,-4,-92
12.87,1004,-4,-92
12.87,1004,-4,-92
12.88,1096,-20,-148
12.89,1096,-20,-148
12.89,1096,-20,-148
12.92,1040,112,40
12.93,1040,112,40
12.93,1040,112,40
12.94,972,196,36
12.95,972,196,36
12.96,1036,112,16
12.97,1036,112,16
12.98,1036,112,16
12.98,1128,-176,8
12.99,1128,-176,8
12.99,1128,-176,8
12.99,1128,-176,8
13.00,912,176,116
13.01,912,176,116
13.03,996,-24,140
13.03,996,-24,140
13.04,1040,-12,172
13.05,1040,-12,172
13.05,1040,-12,172
13.06,1164,-20,276
13.07,1164,-20,276
13.07,1164,-20,276
13.08,1052,96,36
13.09,1052,96,36
13.10,960,108,376
13.11,960,108,376
13.11,960,108,376
13.12,956,-16,244
13.15,968,-72,440
13.16,968,-72,440
13.16,956,-96,444
13.17,956,-96,444
13.17,956,-96,444
13.17,956,-96,444
13.18,872,8,456
13.18,872,8,456
13.19,872,8,456
13.19,872,8,456
13.19,872,8,456
13.20,836,-24,572
13.20,836,-24,572
13.21,836,-24,572
13.21,836,-24,572
13.23,916,-56,716
13.24,1044,16,724
13.25,1044,16,724
13.25,1044,16,724
13.26,812,-280,260
13.27,812,-280,260
13.27,812,-280,260
13.28,776,272,1196
13.29,776,272,1196
13.30,676,-92,616
13.31,676,-92,616
13.31,676,-92,616
13.32,800,-240,656
13.33,800,-240,656
13.35,664,-124,684
13.35,664,-124,684
13.36,584,-100,664
13.36,584,-100,664
13.37,584,-100,664
13.37,584,-100,664
13.37,584,-100,664
13.38,616,236,756
13.38,616,236,756
13.39,616,236,756
13.39,616,236,756
13.39,616,236,756
13.40,904,-240,944
13.40,904,-240,944
13.43,656,-128,792
13.43,656,-128,792
13.43,656,-128,792
13.44,792,-88,840
13.45,792,-88,840
13.45,792,-88,840
13.46,408,168,692
13.47,408,168,692
13.47,408,168,692
13.48,308,192,692
13.49,308,192,692
13.49,308,192,692
13.50,732,-72,884
13.51,732,-72,884
13.54,288,100,728
13.54,488,-68,828
13.55,488,-68,828
13.55,488,-68,828
13.55,488,-68,828
13.56,520,-100,848
13.56,520,-100,848
13.57,520,-100,848
13.57,520,-100,848
13.57,520,-100,848
13.58,524,-100,856
13.58,524,-100,856
13.59,524,-100,856
13.59,524,-100,856
13.61,516,-116,836
13.62,372,-100,932
13.62,372,-100,932
13.63,372,-100,932
13.64,488,-108,860
13.65,488,-108,860
13.65,488,-108,860
13.66,512,40,600
13.67,512,40,600
13.67,512,40,600
13.68,520,-152,876
13.69,520,-152,876
13.69,520,-152,876
13.72,496,168,984
13.73,496,168,984
13.73,496,168,984
13.73,496,168,984
13.74,168,-80,1344
13.74,168,-80,1344
13.75,168,-80,1344
13.75,168,-80,1344
13.75,168,-80,1344
13.76,144,-104,1336
13.76,144,-104,1336
13.77,144,-104,1336
13.77,144,-104,1336
13.77,144,-104,1336
13.80,128,-92,916
13.80,128,-92,916
13.81,128,-92,916
13.82,-92,60,1016
13.82,-92,60,1016
13.83,-92,60,1016
13.84,48,60,996
13.84,48,60,996
13.85,48,60,996
13.86,80,-52,976
13.86,80,-52,976
13.87,80,-52,976
13.88,72,-32,992
13.89,72,-32,992
13.89,72,-32,992
14.03,48,-56,996
14.04,52,-60,988
14.04,52,-60,988
14.05,52,-60,988
14.06,64,-48,988
14.07,64,-48,988
14.08,68,-56,972
14.08,68,-56,972
14.09,68,-56,972
14.09,56,-52,1020
14.10,56,-52,1020
14.10,56,-52,1020
14.11,56,-52,1020
14.11,56,-52,1020
14.13,60,-24,988
14.14,60,-24,988
14.14,60,-24,988
14.15,60,-24,988
14.15,60,-24,988
14.15,20,12,1184
14.16,20,12,1184
14.16,20,12,1184
14.17,20,12,1184
14.17,20,12,1184
14.17,244,-60,820
14.18,244,-60,820
14.19,244,-60,820
14.20,72,-44,984
14.21,72,-44,984
14.23,44,0,1048
14.24,132,-180,1028
14.25,132,-180,1028
14.26,28,-92,964
14.26,28,-92,964
14.27,28,-92,964
14.28,108,-72,896
14.28,108,-72,896
14.29,108,-72,896
14.29,108,-72,896
14.29,-12,24,1192
14.30,-12,24,1192
14.30,-12,24,1192
14.31,-12,24,1192
14.31,-12,24,1192
14.33,68,-24,980
14.34,68,-24,980
14.34,68,-24,980
14.35,68,-24,980
14.35,68,-24,980
14.35,72,-32,992
14.36,72,-32,992
14.36,72,-32,992
14.37,72,-32,992
14.37,68,-20,984
14.38,68,-20,984
14.39,68,-20,984
14.40,128,-24,1016
14.41,128,-24,1016
14.43,24,-56,952
14.44,72,-12,988
14.45,72,-12,988
14.45,60,-4,1008
14.46,60,-4,1008
14.47,60,-4,1008
14.47,60,-4,1008
14.47,64,-16,980
14.48,64,-16,980
14.48,64,-16,980
14.49,64,-16,980
14.49,64,-16,980
14.49,76,-20,980
14.50,76,-20,980
14.50,76,-20,980
14.53,68,-12,992
14.53,68,-12,992
14.53,76,-4,992
14.54,76,-4,992
14.54,76,-4,992
14.55,76,-4,992
14.55,76,-4,992
14.55,76,-8,984
14.56,76,-8,984
14.56,76,-8,984
14.57,76,-8,984
14.57,76,-8,984
14.57,64,-4,980
14.58,64,-4,980
14.58,64,-4,980
14.59,64,-4,980
14.62,68,-20,980
14.62,68,-20,980
14.63,68,-20,980
14.64,52,16,992
14.64,52,16,992
14.65,52,16,992
14.66,68,28,980
14.66,68,28,980
14.67,68,28,980
14.67,68,28,980
14.67,76,44,1008
14.68,76,44,1008
14.68,76,44,1008
14.69,76,44,1008
14.69,76,44,1008
14.69,80,8,976
14.72,80,8,988
14.72,80,8,988
14.73,80,8,988
14.73,80,8,988
14.73,120,-28,972
14.74,120,-28,972
14.75,120,-28,972
14.75,92,12,952
14.76,92,12,952
14.77,92,12,952
14.77,80,8,980
14.78,80,8,980
14.79,80,8,980
14.79,116,84,1004
14.80,116,84,1004
14.81,116,84,1004
14.83,152,16,1108
14.84,152,16,1108
14.84,152,16,1108
14.85,152,16,1108
14.85,152,16,1108
14.85,124,36,1044
14.86,124,36,1044
14.86,124,36,1044
14.87,124,36,1044
14.87,124,36,1044
14.87,264,-24,1140
14.88,264,-24,1140
14.88,264,-24,1140
14.89,264,-24,1140
14.91,108,148,976
14.92,108,148,976
14.93,108,148,976
14.93,-72,148,940
14.94,-72,148,940
14.95,-72,148,940
14.95,-8,136,1000
14.96,-8,136,1000
14.97,-8,136,1000
14.97,128,436,1204
14.98,128,436,1204
14.99,128,436,1204
14.99,92,128,1008
15.00,92,128,1008
15.02,100,176,1080
15.03,100,176,1080
15.03,80,304,952
15.04,80,304,952
15.04,80,304,952
15.05,80,304,952
15.05,260,100,1088
15.06,260,100,1088
15.06,260,100,1088
15.07,260,100,1088
15.07,44,300,952
15.07,44,300,952
15.08,44,300,952
15.08,44,300,952
15.11,-4,364,860
15.11,80,340,832
15.12,80,340,832
15.13,68,332,1760
15.13,68,332,1760
15.14,68,332,1760
15.15,-4,488,1056
15.15,-4,488,1056
15.16,-4,488,1056
15.17,-60,480,508
15.18,-60,480,508
15.18,-60,480,508
15.19,32,504,796
15.20,32,504,796
15.21,-68,588,548
15.23,-68,588,548
15.23,-164,672,768
15.23,-164,672,768
15.24,-164,672,768
15.24,-164,672,768
15.25,-164,672,768
15.25,-144,660,728
15.25,-144,660,728
15.26,-144,660,728
15.26,-144,660,728
15.27,-144,660,728
15.27,-364,1028,772
15.28,-364,1028,772
15.30,52,708,520
15.31,136,496,1008
15.32,136,496,1008
15.33,136,496,1008
15.33,112,568,1872
15.34,112,568,1872
15.35,112,568,1872
15.35,112,552,968
15.36,112,552,968
15.37,112,552,968
15.37,136,632,1184
15.38,136,632,1184
15.39,188,704,1316
15.39,188,704,1316
15.42,-136,832,440
15.42,-136,832,440
15.43,-136,832,440
15.43,-104,784,580
15.43,-104,784,580
15.44,-104,784,580
15.44,-104,784,580
15.45,-104,784,580
15.45,192,728,624
15.45,192,728,624
15.46,192,728,624
15.47,192,728,624
15.47,92,760,716
15.48,92,760,716
15.49,44,808,684
15.50,44,808,684
15.51,176,832,548
15.52,176,832,548
15.53,176,832,548
15.54,-164,832,248
15.54,-164,832,248
15.55,-12,1084,-308
15.56,-12,1084,-308
15.57,-12,1084,-308
15.58,16,1080,200
15.58,16,1080,200
15.59,16,1080,200
15.71,-224,1052,-1332
15.72,-224,1052,-1332
15.73,440,856,656
15.74,440,856,656
15.75,440,856,656
15.75,12,1140,-296
15.76,12,1140,-296
15.77,12,1140,-296
15.77,-260,1164,-388
15.77,-260,1164,-388
15.78,-260,1164,-388
15.78,-260,1164,-388
15.79,-260,1164,-388
15.81,-32,1044,220
15.81,-32,1044,220
15.82,-32,1044,220
15.83,-32,1044,220
15.83,-228,1220,-884
15.84,-228,1220,-884
15.85,-228,1220,-884
15.85,576,1012,848
15.86,576,1012,848
15.87,84,1012,1600
15.88,84,1012,1600
15.89,192,924,-204
15.89,192,924,-204
15.92,220,1036,-36
15.93,40,1016,-112
15.94,40,1016,-112
15.94,40,1016,-112
15.95,16,988,-116
15.95,16,988,-116
15.96,16,988,-116
15.96,16,988,-116
15.97,16,988,-116
15.97,24,1032,-220
15.97,24,1032,-220
15.98,24,1032,-220
15.98,24,1032,-220
15.99,-112,1052,-840
16.01,-68,1072,-448
16.02,-68,1072,-448
16.03,-8,916,-416
16.03,-8,916,-416
16.04,-8,916,-416
16.05,4,856,-672
16.06,4,856,-672
16.07,80,812,-424
16.07,80,812,-424
16.08,80,812,-424
16.09,28,936,-760
16.09,28,936,-760
16.10,28,936,-760
16.11,56,728,-620
16.13,136,624,-676
16.14,136,624,-676
16.14,136,624,-676
16.15,112,840,-736
16.15,112,840,-736
16.15,112,840,-736
16.16,112,840,-736
16.16,112,840,-736
16.17,48,656,-716
16.17,48,656,-716
16.17,48,656,-716
16.18,48,656,-716
16.18,48,656,-716
16.19,12,648,-732
16.21,20,564,-784
16.22,20,564,-784
16.22,20,564,-784
16.23,20,552,-772
16.24,20,552,-772
16.24,20,552,-772
16.25,-12,652,-768
16.26,-12,652,-768
16.26,-12,652,-768
16.27,76,588,-856
16.28,76,588,-856
16.28,76,588,-856
16.29,120,448,-924
16.30,120,448,-924
16.32,76,568,-988
16.33,44,340,-948
16.33,44,340,-948
16.33,44,340,-948
16.34,44,340,-948
16.34,44,340,-948
16.35,0,-100,-1104
16.35,0,-100,-1104
16.35,0,-100,-1104
16.36,0,-100,-1104
16.36,0,-100,-1104
16.37,-24,276,-924
16.37,-24,276,-924
16.37,-24,276,-924
16.40,56,252,-1092
16.40,56,252,-1092
16.41,28,304,-1052
16.41,28,304,-1052
16.42,28,304,-1052
16.43,64,412,-1112
16.43,64,412,-1112
16.44,64,412,-1112
16.45,80,312,-892
16.46,80,312,-892
16.46,80,312,-892
16.47,12,292,-1000
16.48,12,292,-1000
16.50,24,188,-1020
16.51,56,-68,-1004
16.51,56,-68,-1004
16.51,56,-68,-1004
16.52,56,-68,-1004
16.52,56,-68,-1004
16.53,48,252,-824
16.53,48,252,-824
16.53,48,252,-824
16.54,48,252,-824
16.54,48,252,-824
16.55,72,96,-1260
16.55,72,96,-1260
16.55,72,96,-1260
16.58,168,-76,-1084
16.59,-8,-144,-816
16.59,-8,-144,-816
16.60,-8,-144,-816
16.61,116,48,-1016
16.61,116,48,-1016
16.62,116,48,-1016
16.63,160,4,-1064
16.63,160,4,-1064
16.64,160,4,-1064
16.65,220,76,-992
16.66,220,76,-992
16.66,220,76,-992
16.67,244,120,-952
16.69,108,20,-988
16.70,108,20,-988
16.70,108,20,-988
16.71,64,-8,-1044
16.71,64,-8,-1044
16.71,64,-8,-1044
16.72,64,-8,-1044
16.72,64,-8,-1044
16.73,80,148,-1004
16.73,80,148,-1004
16.73,80,148,-1004
16.74,80,148,-1004
16.74,80,148,-1004
16.75,136,4,-1024
16.77,40,32,-1044
16.77,40,32,-1044
16.78,40,32,-1044
16.79,32,-92,-892
16.79,32,-92,-892
16.80,32,-92,-1052
16.81,112,56,-1052
16.81,112,56,-1052
16.82,80,-32,-988
16.83,80,-32,-988
16.84,80,-32,-988
16.85,100,4,-988
16.85,100,4,-988
16.86,100,4,-988
16.88,116,32,-1012
16.89,108,-12,-984
16.89,108,-12,-984
16.89,108,-12,-984
16.90,108,-12,-984
16.90,108,-12,-984
16.91,112,12,-1004
16.91,112,12,-1004
16.91,112,12,-1004
16.92,112,12,-1004
16.92,128,148,-1024
16.93,128,148,-1024
16.94,128,148,-1024
16.96,108,40,-1000
16.97,108,40,-1000
16.98,108,40,-1000
16.99,76,128,-1028
16.99,76,128,-1028
17.00,88,16,-1012
17.01,88,16,-1012
17.02,88,16,-1012
17.02,96,48,-1000
17.03,96,48,-1000
17.04,96,48,-1000
17.04,112,52,-1008
17.05,112,52,-1008
17.06,112,52,-1008
17.08,96,116,-1016
17.09,96,116,-1016
17.09,96,116,-1016
17.09,96,116,-1016
17.10,96,116,-1016
17.10,12,-28,-964
17.11,12,-28,-964
17.11,12,-28,-964
17.11,12,-28,-964
17.12,116,24,-1008
17.13,116,24,-1008
17.13,116,24,-1008
17.14,116,24,-1008
17.15,120,60,-1016
17.17,136,8,-996
17.18,136,8,-996
17.19,184,-4,-1012
17.19,184,-4,-1012
17.20,80,-36,-936
17.21,80,-36,-936
17.22,80,-36,-936
17.22,72,64,-1012
17.23,72,64,-1012
17.24,72,64,-1012
17.24,112,-108,-1008
17.25,112,-108,-1008
17.25,112,-108,-1008
17.25,112,-108,-1008
17.39,76,96,-968
17.40,76,96,-968
17.41,68,68,-996
17.41,68,68,-996
17.42,68,68,-996
17.43,56,56,-976
17.43,56,56,-976
17.44,56,56,-976
17.44,84,80,-1016
17.45,84,80,-1016
17.45,84,80,-1016
17.45,84,80,-1016
17.46,84,80,-1016
17.46,88,64,-1000
17.49,60,68,-960
17.49,60,68,-960
17.49,60,68,-960
17.50,60,68,-960
17.50,92,104,-1020
17.51,92,104,-1020
17.51,92,104,-1020
17.52,72,84,-1012
17.53,72,84,-1012
17.53,72,84,-1012
17.54,148,-4,-908
17.55,148,-4,-908
17.55,148,-4,-908
17.56,100,64,-988
17.59,32,52,-1036
17.60,32,52,-1036
17.60,76,100,-996
17.61,76,100,-996
17.62,76,100,-996
17.62,64,84,-1020
17.63,64,84,-1020
17.63,64,84,-1020
17.63,64,84,-1020
17.64,64,84,-1020
17.64,60,108,-1024
17.65,60,108,-1024
17.65,60,108,-1024
17.65,60,108,-1024
17.68,56,136,-1000
17.68,64,80,-1020
17.69,64,80,-1020
17.69,64,80,-1020
17.69,64,80,-1020
17.70,64,80,-1020
17.70,24,148,-1012
17.71,24,148,-1012
17.72,24,148,-1012
17.73,52,200,-1004
17.73,52,200,-1004
17.74,52,200,-1004
17.75,40,180,-964
17.75,40,180,-964
17.78,32,276,-980
17.79,32,276,-980
17.79,32,276,-980
17.80,24,244,-984
17.81,24,244,-984
17.81,24,244,-984
17.82,24,244,-984
17.82,20,204,-1028
17.83,20,204,-1028
17.83,20,204,-1028
17.83,20,204,-1028
17.84,20,204,-1028
17.84,4,360,-960
17.85,4,360,-960
17.87,-4,364,-932
17.87,-4,364,-932
17.88,-4,484,-984
17.89,-4,484,-984
17.89,-4,484,-984
17.90,-68,608,-720
17.91,-68,608,-720
17.92,20,576,-852
17.93,20,576,-852
17.93,20,576,-852
17.94,40,580,-872
17.95,40,580,-872
17.96,-56,564,-708
17.97,-56,564,-708
17.99,-44,788,-668
18.00,-16,756,-668
18.01,-16,756,-668
18.01,-16,756,-668
18.01,-16,756,-668
18.02,8,804,-712
18.02,8,804,-712
18.03,8,804,-712
18.03,8,804,-712
18.03,8,804,-712
18.04,-28,676,-648
18.04,-28,676,-648
18.05,-28,676,-648
18.05,-28,676,-648
18.07,-40,840,-444
18.17,-8,940,-380
18.17,-8,940,-380
18.18,-40,980,-240
18.19,-40,980,-240
18.19,-40,980,-240
18.19,-40,980,-240
18.20,-40,1016,-212
18.20,-40,1016,-212
18.21,-40,1016,-212
18.21,-40,1016,-212
18.21,-40,1016,-212
18.22,-44,1036,-164
18.23,-44,1036,-164
18.24,-32,1048,-172
18.25,-32,1048,-172
18.25,-32,1048,-172
18.25,-32,1048,-172
18.26,-32,1056,-80
18.26,-32,1056,-80
18.27,-32,1056,-80
18.28,-36,1060,-68
18.29,-36,1060,-68
18.29,-36,1060,-68
18.30,-20,1032,-28
18.31,-20,1032,-28
18.32,-32,1008,-4
18.34,-20,1008,72
18.35,-20,1008,72
