Time (seconds),analog_val
107.85,432
107.86,433
107.87,432
107.88,432
107.89,434
107.91,434
107.92,434
107.93,434
107.94,435
107.95,436
107.97,437
107.98,438
107.99,438
108,439
108.02,439
108.03,441
108.06,440
108.07,441
108.08,442
108.09,442
108.11,442
108.12,441
108.13,442
108.14,442
108.16,443
108.17,443
108.18,444
108.2,443
108.21,444
108.22,444
108.23,445
108.24,445
108.25,445
108.27,447
108.28,446
108.29,447
108.3,447
108.32,446
108.33,447
108.36,447
108.38,448
108.39,448
108.4,449
108.41,449
108.42,449
108.43,449
108.45,449
108.46,449
108.47,450
108.48,450
108.49,451
108.51,451
108.52,452
108.53,451
108.54,452
108.56,452
108.57,452
108.58,453
108.59,453
108.6,454
108.62,455
108.63,455
108.66,458
108.67,459
108.69,460
108.7,460
108.71,461
108.72,462
108.73,462
108.75,463
108.76,463
108.77,463
108.78,463
108.79,464
108.81,464
108.82,465
108.83,466
108.84,467
108.85,467
108.87,468
108.88,467
108.89,468
108.91,468
108.92,469
108.93,469
108.95,469
108.98,469
108.99,470
109,470
109.01,471
109.03,471
109.04,471
109.05,472
109.06,471
109.07,471
109.09,471
109.1,472
109.11,473
109.13,473
109.14,473
109.16,474
109.17,474
109.18,475
109.19,475
109.2,475
109.21,476
109.23,476
109.24,476
109.25,477
109.28,477
109.3,478
109.31,478
109.32,479
109.34,479
109.35,480
109.36,480
109.37,480
109.38,481
109.39,480
109.41,481
109.42,481
109.43,481
109.44,482
109.46,482
109.47,482
109.48,482
109.5,483
109.52,484
109.53,484
109.54,484
109.55,485
109.56,486
109.59,487
109.61,488
109.62,487
109.63,489
109.64,489
109.66,489
109.67,491
109.68,491
109.7,492
109.71,492
109.72,492
109.73,492
109.74,493
109.75,493
109.77,494
109.78,493
109.79,494
109.8,494
109.81,494
109.83,495
109.84,494
109.85,495
109.86,495
109.88,496
109.9,496
109.92,497
109.93,497
109.94,497
109.95,497
109.97,498
109.98,498
109.99,498
110,498
110.01,499
110.03,499
110.04,499
110.05,499
110.07,500
110.08,501
110.09,501
110.1,502
110.12,501
110.13,503
110.14,502
110.15,503
110.16,503
110.17,504
110.21,504
110.22,504
110.23,505
110.24,505
110.26,505
110.27,505
110.28,505
110.3,506
110.31,505
110.32,506
110.33,506
110.34,506
110.35,506
110.37,507
110.38,507
110.39,507
110.4,507
110.41,508
110.43,508
110.44,508
110.45,509
110.46,510
110.48,510
110.51,511
110.52,511
110.53,511
110.54,512
110.55,512
110.57,513
110.58,512
110.59,513
110.6,514
110.62,514
110.63,514
110.64,515
110.66,515
110.67,516
110.68,516
110.69,516
110.7,516
110.71,517
110.73,517
110.74,518
110.75,519
110.76,520
110.78,520
110.81,521
110.82,522
110.84,522
110.85,523
110.86,522
110.87,523
110.88,523
110.89,524
110.91,525
110.92,524
110.93,524
110.94,525
110.96,525
110.97,525
110.98,525
110.99,526
111,526
111.02,526
111.03,526
111.04,527
111.05,527
111.06,527
111.07,527
111.09,527
111.23,530
111.24,529
111.25,529
111.27,530
111.28,530
111.29,531
111.3,530
111.31,531
111.33,532
111.34,532
111.35,531
111.36,532
111.38,532
111.39,532
111.4,533
111.41,533
111.42,534
111.43,533
111.45,534
111.46,533
111.47,533
111.48,534
111.49,535
111.53,535
111.54,535
111.56,536
111.57,536
111.58,536
111.59,536
111.6,536
111.62,538
111.63,537
111.64,538
111.65,539
111.66,539
111.67,539
111.69,539
111.7,540
111.71,541
111.72,540
111.74,541
111.75,541
111.76,542
111.77,542
111.79,543
111.8,543
111.83,544
111.85,545
111.86,545
111.87,546
111.88,546
111.89,546
111.91,547
111.92,547
111.93,548
111.94,548
111.96,548
111.98,549
111.99,550
112,550
112.01,550
112.02,551
112.03,551
112.05,551
112.06,551
112.07,552
112.08,551
112.09,552
112.11,553
112.14,553
112.16,554
112.17,554
112.18,554
112.19,554
112.2,555
112.21,555
112.23,555
112.24,555
112.25,557
112.26,556
112.28,557
112.29,557
112.3,558
112.31,558
112.32,559
112.34,559
112.35,560
112.36,560
112.37,560
112.38,559
112.39,561
112.41,561
112.42,561
112.45,563
112.46,563
112.48,564
112.49,564
112.5,565
112.52,566
112.53,566
112.54,567
112.55,567
112.56,568
112.57,567
112.59,567
112.6,568
112.61,569
112.62,569
112.64,570
112.65,570
112.66,571
112.68,570
112.69,571
112.7,571
112.72,571
112.73,572
112.76,573
112.77,573
112.79,573
112.8,573
112.81,574
112.82,573
112.83,574
112.85,575
112.86,575
112.87,577
112.89,577
112.9,578
112.91,578
112.92,579
112.93,579
112.95,579
112.96,579
112.97,579
112.98,579
112.99,580
113.01,580
113.02,580
113.03,581
113.06,583
113.08,583
113.09,584
113.1,583
113.12,583
113.13,584
113.14,584
113.15,585
113.16,585
113.17,586
113.19,586
113.2,587
113.21,588
113.23,588
113.24,588
113.26,588
113.27,588
113.28,589
113.3,588
113.31,588
113.32,588
113.33,588
113.34,588
113.36,589
113.38,588
113.4,588
113.41,589
113.42,589
113.44,589
113.45,589
113.46,590
113.48,590
113.49,590
113.5,591
113.51,590
113.52,591
113.53,591
113.55,591
113.56,591
113.57,592
113.58,592
113.6,593
113.61,593
113.62,593
113.63,594
113.64,594
113.65,594
113.69,594
113.7,594
113.71,594
113.72,594
113.73,595
113.75,595
113.76,595
113.77,596
113.78,596
113.8,596
113.81,597
113.82,596
113.84,598
113.85,598
113.86,598
113.87,598
113.88,598
113.89,600
113.91,599
113.92,600
113.93,601
113.94,600
113.96,601
113.99,602
114,602
114.02,602
114.03,603
114.04,603
114.05,603
114.06,604
114.07,604
114.09,604
114.1,604
114.11,604
114.12,604
114.13,605
114.15,604
114.16,604
114.17,605
114.18,605
114.2,605
114.21,605
114.22,605
114.23,605
114.24,605
114.25,606
114.29,606
114.3,605
114.31,606
114.32,605
114.34,605
114.35,606
114.36,606
114.37,606
114.38,606
114.4,606
114.41,606
114.42,605
114.43,606
114.45,606
114.46,606
114.47,606
114.48,606
114.49,606
114.51,607
114.52,606
114.53,607
114.54,608
114.55,608
114.57,609
114.6,610
114.61,611
114.63,612
114.64,613
114.65,613
114.66,614
114.67,615
114.69,616
114.7,616
114.71,617
114.72,617
114.74,618
114.75,618
114.76,618
114.77,618
114.78,619
114.8,618
114.81,619
114.82,619
114.83,619
114.84,619
114.85,620
114.87,620
114.9,620
114.91,619
114.93,620
114.94,619
114.95,620
114.96,620
114.98,620
114.99,620
115,620
115.01,620
115.02,621
115.03,621
115.05,623
115.06,624
115.07,624
115.08,625
115.1,625
115.11,627
115.12,627
115.13,627
115.14,628
115.16,628
115.17,628
115.2,630
115.21,629
115.22,631
115.23,632
115.25,632
115.26,632
115.27,632
115.28,632
115.29,633
115.31,633
115.32,634
115.33,635
115.35,635
115.36,636
115.37,636
115.38,636
115.39,637
115.41,637
115.42,637
115.43,637
115.44,637
115.46,638
115.47,638
115.5,639
115.51,640
115.53,641
115.54,640
115.55,641
115.56,641
115.57,642
115.59,641
115.6,642
115.61,642
115.62,643
115.64,643
115.65,643
115.66,643
115.67,643
115.68,643
115.7,643
115.71,644
115.72,643
115.73,644
115.74,644
115.75,645
115.77,646
115.78,645
115.81,647
115.82,647
115.84,647
115.85,647
115.86,648
115.88,648
115.89,648
115.9,649
115.91,649
115.92,650
115.93,651
115.95,651
115.96,652
115.97,652
115.98,651
115.99,653
116.01,653
116.02,653
116.03,656
116.04,656
116.06,656
116.07,656
116.08,657
116.21,663
116.23,663
116.24,663
116.26,664
116.27,664
116.28,664
116.29,664
116.31,664
116.32,664
116.33,665
116.34,665
116.35,665
116.37,665
116.38,665
116.39,665
116.4,665
116.42,665
116.43,666
116.44,665
116.45,666
116.46,666
116.48,666
116.49,667
116.52,669
116.53,670
116.54,670
116.55,670
116.57,671
116.58,670
116.59,670
116.6,670
116.62,671
116.63,671
116.64,671
116.66,672
116.67,672
116.68,672
116.69,672
116.7,673
116.71,672
116.73,672
116.74,673
116.75,672
116.76,673
116.78,673
116.79,673
116.81,673
116.83,674
116.84,674
116.86,674
116.87,675
116.88,674
116.89,675
116.91,675
116.92,675
116.93,676
116.94,675
116.95,675
116.97,676
116.98,675
116.99,676
117,676
117.01,676
117.03,677
117.04,676
117.05,676
117.06,677
117.07,676
117.09,677
117.1,676
117.13,677
117.14,678
117.16,677
117.17,678
117.18,678
117.2,678
117.21,679
117.22,680
117.23,680
117.24,680
117.25,681
117.27,681
117.28,682
117.29,683
117.3,684
117.32,685
117.33,685
117.34,686
117.35,687
117.36,686
117.38,687
117.39,687
117.4,687
117.43,689
117.44,689
117.45,690
117.47,689
117.48,690
117.49,691
117.5,691
117.52,692
117.53,692
117.54,693
117.55,693
117.57,694
117.58,695
117.59,696
117.6,697
117.61,697
117.63,697
117.64,697
117.65,698
117.66,698
117.67,699
117.69,700
117.7,700
117.73,701
117.75,700
117.76,701
117.77,701
117.78,701
117.79,702
117.81,702
117.82,702
117.83,702
117.84,703
117.85,703
117.87,704
117.88,705
117.89,704
117.9,705
117.92,705
117.93,706
117.94,706
117.95,709
117.96,709
117.97,710
117.99,710
118,711
118.01,711
118.04,713
118.05,713
118.07,713
118.08,714
118.1,715
118.11,715
118.12,715
118.13,716
118.14,717
118.15,718
118.17,718
118.18,719
118.19,719
118.2,720
118.21,721
118.23,722
118.24,722
118.25,722
118.26,722
118.28,723
118.29,723
118.3,723
118.31,723
118.34,723
118.35,723
118.37,723
118.38,723
118.39,724
118.4,723
118.41,723
118.43,725
118.44,723
118.45,724
118.46,723
118.48,724
118.49,724
118.5,724
118.52,723
118.53,724
118.54,723
118.55,724
118.56,724
118.57,724
118.59,724
118.6,724
118.61,725
118.64,725
118.65,725
118.67,725
118.68,725
118.7,725
118.71,725
118.72,726
118.73,728
118.74,727
118.75,728
118.77,729
118.78,729
118.79,731
118.8,732
118.82,732
118.83,734
118.84,734
118.85,734
118.86,734
118.88,735
118.89,736
118.9,737
118.91,736
118.94,738
118.95,739
118.97,739
118.98,741
118.99,741
119,741
119.02,741
119.03,742
119.04,743
119.06,744
119.07,744
119.08,744
119.09,745
119.1,746
119.11,748
119.13,748
119.14,748
119.15,749
119.16,750
119.18,750
119.19,751
119.2,751
119.21,751
119.22,752
119.26,754
119.27,756
119.28,756
119.29,757
119.31,758
119.32,757
119.33,759
119.34,759
119.35,760
119.37,760
119.38,762
119.39,763
119.4,762
119.41,763
119.43,764
119.44,765
119.45,765
119.46,766
119.47,767
119.49,767
119.5,767
119.51,768
119.52,768
119.56,768
119.57,769
119.58,769
119.59,769
119.61,769
119.62,770
119.63,771
119.64,770
119.65,770
119.67,771
119.68,772
119.69,772
119.7,772
119.71,773
119.73,774
119.74,774
119.75,775
119.76,775
119.78,775
119.79,776
119.8,776
119.81,776
119.82,776
119.85,777
119.87,777
119.88,777
119.89,778
119.9,779
119.91,779
119.93,779
119.94,780
119.95,780
119.96,780
119.98,780
119.99,781
120,781
120.02,783
120.03,783
120.04,783
120.05,784
120.06,785
120.07,786
120.09,787
120.1,787
120.11,788
120.12,789
120.14,790
120.16,790
120.18,791
120.2,791
120.21,792
120.22,791
120.23,792
120.24,792
120.25,793
120.27,794
120.28,794
120.29,794
120.3,794
120.31,795
120.33,795
120.34,796
120.35,796
120.36,797
120.38,797
120.39,798
120.4,798
120.41,800
120.42,799
120.43,800
120.47,800
120.48,800
120.49,799
120.5,800
120.52,800
120.53,800
120.54,801
120.56,800
120.57,800
120.58,801
120.59,800
120.6,801
120.61,800
120.63,801
120.64,801
120.65,801
120.66,801
120.68,801
120.69,801
120.7,802
120.71,802
120.72,802
120.74,802
120.77,803
120.78,804
120.79,805
120.8,806
120.81,806
120.83,808
120.84,809
120.85,810
120.86,810
120.88,811
120.89,812
120.9,811
120.92,811
120.93,812
120.94,812
120.95,812
120.96,812
120.97,812
120.99,812
121,812
121.01,812
121.02,812
121.03,812
121.18,813
121.19,814
121.2,815
121.21,815
121.23,815
121.24,817
121.25,817
121.26,818
121.28,820
121.29,820
121.31,820
121.32,821
121.33,823
121.35,823
121.36,824
121.37,824
121.38,824
121.39,825
121.41,825
121.42,826
121.43,825
121.44,826
121.46,826
121.47,826
121.5,828
121.51,828
121.53,828
121.54,828
121.55,828
121.56,828
121.57,828
121.59,828
121.6,828
121.61,827
121.62,828
121.64,829
121.65,828
121.66,829
121.67,829
121.68,828
121.7,828
121.71,829
121.72,829
121.73,831
121.74,832
121.75,833
121.77,834
121.8,834
121.81,835
121.82,835
121.84,836
121.85,836
121.87,836
121.88,835
121.89,837
121.91,837
121.92,836
121.93,837
121.94,837
121.95,837
121.97,837
121.98,837
121.99,838
122,837
122.02,838
122.03,838
122.04,838
122.06,838
122.07,839
122.08,839
122.11,839
122.12,839
122.13,839
122.15,840
122.16,839
122.17,840
122.18,841
122.2,840
122.21,840
122.22,840
122.24,841
122.25,841
122.26,841
122.27,842
122.28,841
122.29,842
122.31,842
122.32,842
122.33,843
122.34,843
122.36,843
122.37,845
122.38,844
122.41,847
122.43,848
122.44,848
122.45,849
122.46,849
122.47,849
122.49,850
122.5,850
122.51,851
122.52,850
122.54,851
122.55,852
122.56,853
122.57,854
122.58,854
122.6,855
122.61,855
122.62,856
122.63,855
122.64,855
122.65,856
122.67,855
122.68,857
122.69,856
122.72,857
122.73,857
122.75,857
122.76,857
122.77,857
122.79,857
122.8,857
122.81,857
122.82,857
122.83,857
122.85,858
122.86,858
122.87,859
122.88,860
122.89,862
122.91,863
122.92,864
122.93,867
122.94,867
122.96,867
122.97,869
122.98,869
122.99,869
123.02,869
123.03,869
123.05,869
123.06,868
123.07,869
123.08,869
123.1,869
123.11,868
123.12,869
123.14,869
123.15,869
123.16,869
123.17,869
123.18,869
123.19,869
123.21,869
123.22,869
123.23,869
123.24,869
123.25,869
123.27,870
123.28,870
123.29,870
123.32,870
123.34,870
123.35,871
123.36,871
123.38,872
123.39,871
123.4,873
123.41,874
123.42,875
123.43,877
123.45,878
123.46,880
123.47,880
123.48,880
123.5,880
123.51,880
123.52,880
123.53,881
123.54,880
123.55,880
123.57,880
123.58,881
123.59,881
123.61,882
123.63,882
123.64,883
123.66,882
123.67,883
123.68,883
123.69,883
123.71,883
123.72,884
123.74,884
123.75,884
123.76,885
123.77,885
123.78,886
123.79,886
123.81,886
123.82,886
123.83,886
123.84,886
123.86,886
123.87,886
123.88,886
123.89,887
123.9,889
123.94,892
123.95,893
123.96,894
123.97,894
123.99,894
124,894
124.01,894
124.02,895
124.04,895
124.05,895
124.06,895
124.07,897
124.08,896
124.1,896
124.11,897
124.12,897
124.13,896
124.14,897
124.15,897
124.17,898
124.18,898
124.19,898
124.2,900
124.24,901
124.25,901
124.26,901
124.28,901
124.29,902
124.3,901
124.31,901
124.32,901
124.33,901
124.35,902
124.36,901
124.37,902
124.38,902
124.39,902
124.41,903
124.42,902
124.43,902
124.44,902
124.46,903
124.48,905
124.49,907
124.5,908
124.51,908
124.55,910
124.56,910
124.57,910
124.58,911
124.6,911
124.61,912
124.62,912
124.63,911
124.65,912
124.66,912
124.67,911
124.68,911
124.69,911
124.71,911
124.72,911
124.73,912
124.74,912
124.75,912
124.77,913
124.78,912
124.79,912
124.8,912
124.82,914
124.83,913
124.86,915
124.87,915
124.89,915
124.9,916
124.91,916
124.92,916
124.93,916
124.95,915
124.96,915
124.97,916
124.98,916
125,917
125.01,917
125.02,917
125.04,916
125.06,917
125.07,916
125.08,917
125.09,917
125.1,919
125.11,920
125.13,921
125.14,923
125.17,924
125.19,923
125.2,924
125.21,924
125.22,924
125.23,924
125.25,925
125.26,925
125.27,924
125.28,924
125.29,925
125.31,925
125.32,924
125.33,924
125.34,925
125.36,924
125.37,925
125.38,925
125.39,925
125.4,925
125.42,925
125.43,925
125.44,925
125.47,924
125.48,925
125.49,924
125.51,925
125.52,925
125.53,925
125.54,925
125.56,925
125.57,925
125.58,927
125.6,928
125.61,930
125.63,929
125.64,930
125.65,929
125.66,930
125.67,930
125.69,930
125.7,930
125.71,931
125.72,932
125.74,930
125.75,931
125.78,932
125.8,932
125.81,931
125.82,932
125.83,931
125.85,932
125.86,932
125.87,932
125.88,931
125.9,931
125.91,932
125.92,932
125.93,932
125.94,932
125.96,932
125.97,932
125.98,933
125.99,933
126,933
126.01,933
126.03,933
126.04,935
126.05,935
126.06,936
126.2,938
126.21,938
126.22,938
126.23,939
126.25,939
126.26,939
126.27,939
126.28,940
126.3,940
126.31,941
126.32,941
126.34,941
126.35,942
126.36,942
126.37,943
126.39,943
126.4,944
126.41,943
126.42,943
126.43,943
126.45,943
126.46,943
126.47,943
126.5,943
126.52,944
126.53,944
126.54,944
126.55,944
126.57,944
126.58,944
126.59,944
126.6,944
126.61,945
126.63,946
126.64,946
126.65,947
126.66,948
126.68,949
126.69,950
126.7,950
126.71,951
126.72,951
126.74,951
126.75,952
126.76,952
126.77,952
126.8,953
126.81,954
126.83,953
126.84,953
126.85,954
126.87,954
126.88,954
126.89,954
126.9,953
126.92,954
126.93,955
126.94,954
126.95,954
126.96,955
126.97,955
126.99,956
127,955
127.01,956
127.02,957
127.04,958
127.05,958
127.06,959
127.07,959
127.09,962
127.11,962
127.13,962
127.14,963
127.15,963
127.16,963
127.17,964
127.19,963
127.2,963
127.21,964
127.23,964
127.24,965
127.25,966
127.26,966
127.28,966
127.29,967
127.3,968
127.31,968
127.32,969
127.33,970
127.35,970
127.36,970
127.37,971
127.38,971
127.42,971
127.43,972
127.44,971
127.46,970
127.47,971
127.48,972
127.49,971
127.5,972
127.51,971
127.53,972
127.54,971
127.55,972
127.56,972
127.58,973
127.59,974
127.6,974
127.61,975
127.62,976
127.63,976
127.65,976
127.66,977
127.67,977
127.68,977
127.71,978
127.73,977
127.74,977
127.75,978
127.76,978
127.78,978
127.79,979
127.8,979
127.82,979
127.83,979
127.84,979
127.85,979
127.86,979
127.87,980
127.89,979
127.9,980
127.91,981
127.92,981
127.93,980
127.95,980
127.96,981
127.97,980
127.98,980
128.01,980
128.03,980
128.04,981
128.05,981
128.07,981
128.08,982
128.09,981
128.1,982
128.11,983
128.13,983
128.14,985
128.15,986
128.16,987
128.18,989
128.19,990
128.2,992
128.21,993
128.22,993
128.23,994
128.25,993
128.26,995
128.27,996
128.28,995
128.29,995
128.33,996
128.34,996
128.35,996
128.36,996
128.38,996
128.39,996
128.4,996
128.42,997
128.43,996
128.44,997
128.45,997
128.46,996
128.47,997
128.49,996
128.5,996
128.51,997
128.52,997
128.54,997
128.55,996
128.56,997
128.57,997
128.58,998
128.6,997
128.63,998
128.64,997
128.65,997
128.66,997
128.67,997
128.69,997
128.7,998
128.71,998
128.72,999
128.74,998
128.75,998
128.76,999
128.78,999
128.79,999
128.8,999
128.81,999
128.82,1000
128.83,999
128.85,999
128.86,999
128.87,1000
128.88,1000
128.9,1001
128.93,1002
128.94,1003
128.96,1003
128.97,1003
128.98,1003
128.99,1003
129,1004
129.01,1005
129.03,1007
129.04,1007
129.05,1009
129.06,1008
129.07,1010
129.09,1010
129.1,1010
129.11,1010
129.12,1010
129.14,1010
129.15,1010
129.16,1010
129.17,1010
129.2,1010
129.21,1010
129.23,1010
129.24,1010
129.25,1010
129.26,1011
129.27,1010
129.29,1010
129.3,1010
129.31,1012
129.33,1010
129.34,1010
129.35,1010
129.36,1010
129.37,1010
129.39,1010
129.4,1010
129.41,1010
129.42,1010
129.43,1011
129.45,1010
129.47,1012
129.49,1010
129.5,1012
129.52,1011
129.53,1010
129.54,1011
129.55,1010
129.57,1011
129.58,1011
129.59,1011
129.6,1010
129.61,1010
129.63,1011
129.64,1011
129.65,1011
129.66,1012
129.68,1012
129.69,1012
129.7,1012
129.71,1013
129.72,1012
129.73,1013
129.77,1014
129.78,1014
129.79,1015
129.8,1015
129.81,1016
129.83,1015
129.84,1015
129.85,1016
129.86,1016
129.88,1016
129.89,1016
129.9,1017
129.91,1016
129.93,1017
129.94,1017
129.95,1018
129.96,1017
129.97,1017
129.99,1018
130,1018
130.01,1018
130.04,1018
130.06,1018
130.07,1019
130.08,1019
130.09,1020
130.11,1019
130.12,1021
130.13,1021
130.14,1021
130.15,1021
130.17,1021
130.18,1022
130.19,1022
130.2,1022
130.22,1023
130.23,1023
130.24,1023
130.25,1023
130.26,1023
130.28,1023
130.29,1023
130.31,1023
130.33,1023
130.34,1023
130.35,1023
130.36,1023
130.37,1023
130.39,1023
130.4,1023
130.42,1023
130.43,1023
130.44,1023
130.46,1023
130.47,1023
130.48,1023
130.49,1023
130.5,1023
130.51,1023
130.53,1023
130.54,1023
130.55,1023
130.56,1023
130.58,1023
130.61,1023
130.62,1023
130.64,1023
130.65,1023
130.66,1023
130.67,1023
130.68,1023
130.69,1023
130.71,1023
130.72,1023
130.73,1023
130.74,1023
130.76,1023
130.77,1023
130.78,1023
130.79,1023
130.8,1023
130.82,1023
130.83,1023
130.84,1023
130.85,1023
131,1023
131.01,1023
131.02,1023
131.03,1023
131.04,1023
131.05,1023
131.07,1023
131.08,1023
131.09,1023
131.1,1023
131.11,1023
131.13,1023
131.14,1023
131.15,1023
131.16,1023
131.18,1023
131.19,1023
131.2,1023
131.21,1023
131.22,1023
131.23,1023
131.25,1023
131.27,1023
131.29,1023
131.3,1023
131.31,1023
131.32,1023
131.34,1023
131.35,1023
131.36,1023
131.38,1023
131.39,1023
131.4,1023
131.41,1023
131.43,1023
131.44,1023
131.45,1023
131.46,1023
131.47,1023
131.49,1023
131.5,1023
131.51,1017
131.52,1009
131.56,977
131.57,956
131.58,939
131.6,924
131.61,911
131.62,900
131.63,892
131.64,886
131.65,883
131.67,879
131.68,875
131.69,870
131.7,862
131.71,855
131.73,849
131.74,844
131.75,842
131.76,840
131.77,839
131.79,837
131.8,835
131.81,833
131.82,827
131.85,816
131.87,809
131.88,803
131.89,797
131.9,792
131.92,789
131.93,781
131.95,771
131.96,761
131.98,751
131.99,744
132,735
132.01,728
132.03,722
132.04,717
132.05,712
132.06,707
132.08,699
132.09,692
132.1,684
132.11,673
132.12,664
132.14,656
132.17,638
132.18,633
132.19,629
132.2,623
132.21,620
132.23,616
132.24,612
132.25,606
132.26,600
132.28,593
132.29,589
132.3,584
132.32,580
132.33,576
132.34,572
132.35,569
132.36,563
132.37,558
132.39,553
132.4,545
132.41,536
132.42,525
132.44,518
132.45,509
132.48,491
132.5,482
132.51,475
132.52,469
132.53,463
132.54,456
132.55,450
132.57,443
132.58,436
132.59,430
132.6,423
132.61,418
132.63,411
132.64,406
132.65,403
132.66,397
132.68,393
132.69,388
132.7,383
132.71,378
132.72,372
132.73,365
132.75,358
132.78,340
132.79,334
132.8,329
132.82,325
132.83,321
132.84,316
132.86,313
132.87,309
132.88,306
132.89,303
132.9,299
132.91,295
132.93,291
132.94,288
132.95,284
132.96,281
132.97,277
132.99,271
133,265
133.01,258
133.02,253
133.04,244
133.06,234
133.09,213
133.1,207
133.11,198
133.12,190
133.13,181
133.15,170
133.16,159
133.17,149
133.18,135
133.2,122
133.21,108
133.22,91
133.24,80
133.25,66
133.26,56
133.28,45
133.29,36
133.3,24
133.31,12
133.32,4
133.33,0
133.35,0
133.36,0
133.37,0
133.38,0
133.41,0
133.43,0
133.44,0
133.46,0
133.47,0
133.48,0
133.49,0
133.5,0
133.51,0
133.53,0
133.54,0
133.55,0
133.56,0
133.58,0
133.59,0
133.6,0
133.61,0
133.62,0
133.64,0
133.65,0
133.66,0
133.67,0
133.68,0
133.69,0
133.71,0
133.72,0
133.73,0
133.74,0
133.76,0
133.79,0
133.8,0
133.82,0
133.83,0
133.84,0
133.85,0
133.86,5
133.87,11
133.89,18
133.9,27
133.91,35
133.92,43
133.94,54
133.95,61
133.96,75
133.98,85
133.99,97
134,106
134.02,119
134.03,125
134.04,133
134.05,140
134.07,146
134.08,152
134.09,155
134.12,167
134.14,173
134.15,180
134.16,186
134.17,194
134.19,200
134.2,206
134.21,211
134.22,217
134.23,220
134.25,222
134.26,222
134.27,222
134.28,222
134.3,222
134.31,221
134.32,219
134.33,211
134.35,203
134.36,193
134.38,180
134.39,171
134.4,164
134.42,157
134.44,150
134.45,145
134.47,138
134.48,133
134.49,126
134.5,121
134.52,117
134.53,113
134.54,111
134.56,111
134.57,111
134.58,113
134.59,117
134.61,122
134.62,131
134.63,139
134.64,150
134.65,158
134.67,169
134.68,179
134.69,188
134.7,196
134.72,203
134.75,221
134.76,228
134.77,237
134.79,243
134.8,248
134.81,255
134.82,265
134.83,273
134.85,279
134.86,283
134.87,290
134.88,296
134.9,302
134.91,310
134.92,317
134.93,324
134.94,330
134.96,337
134.97,343
134.98,347
134.99,351
135,355
135.01,360
135.05,373
135.06,378
135.07,383
135.09,391
135.1,396
135.11,402
135.12,406
135.14,411
135.15,415
135.16,419
135.17,421
135.18,423
135.19,425
135.21,426
135.22,426
135.23,426
135.24,426
135.26,426
135.27,426
135.28,426
135.29,427
135.3,426
135.32,426
135.35,421
135.36,416
135.37,408
135.38,399
135.39,392
135.41,385
135.42,383
135.43,380
135.44,379
135.46,379
135.47,379
135.48,379
135.5,378
135.51,378
135.52,378
135.53,377
135.54,378
135.55,378
135.57,378
135.58,378
135.59,378
135.6,380
135.62,384
135.63,390
135.66,410
135.68,423
135.69,435
135.7,447
135.71,458
135.72,468
135.73,476
135.75,481
135.76,486
135.77,490
135.78,494
135.79,498
135.81,501
135.82,506
135.83,511
135.84,516
135.85,521
135.87,527
135.88,535
135.89,544
135.9,551
135.91,558
135.93,564
136.06,611
136.08,618
136.09,622
136.1,628
136.11,632
136.13,640
136.14,648
136.15,654
136.16,662
136.17,665
136.19,670
136.2,671
136.21,672
136.23,674
136.24,674
136.25,674
136.26,674
136.28,673
136.29,671
136.3,665
136.31,658
136.33,648
136.34,638
136.37,616
136.38,611
136.4,607
136.41,604
136.42,602
136.43,599
136.44,598
136.46,595
136.47,594
136.48,590
136.49,585
136.5,579
136.51,571
136.53,562
136.54,553
136.56,540
136.57,532
136.58,526
136.6,520
136.61,517
136.62,517
136.63,517
136.65,517
136.68,519
136.69,523
136.7,530
136.71,539
136.73,549
136.74,557
136.75,568
136.77,580
136.78,589
136.79,600
136.8,610
136.82,621
136.83,631
136.84,643
136.85,652
136.86,662
136.87,671
136.89,677
136.9,686
136.91,693
136.92,700
136.94,705
136.95,712
136.96,717
136.99,736
137.01,753
137.02,765
137.03,785
137.04,804
137.05,829
137.07,856
137.08,882
137.09,907
137.1,929
137.12,947
137.13,969
137.15,985
137.16,994
137.18,1000
137.19,1003
137.2,1006
137.21,1007
137.22,1007
137.23,1007
137.25,1007
137.26,1007
137.29,1003
137.3,1000
137.32,993
137.33,979
137.34,966
137.36,949
137.37,933
137.38,916
137.39,900
137.4,882
137.41,867
137.43,848
137.44,834
137.45,821
137.46,812
137.47,805
137.49,797
137.5,792
137.51,787
137.52,781
137.53,774
137.55,770
137.56,769
137.59,769
137.6,769
137.61,773
137.63,781
137.64,791
137.65,804
137.66,822
137.68,841
137.69,858
137.7,876
137.71,890
137.73,908
137.74,921
137.75,932
137.76,941
137.77,949
137.79,959
137.8,966
137.81,973
137.82,979
137.83,985
137.85,991
137.86,998
137.87,1008
137.9,1023
137.92,1023
137.93,1023
137.95,1023
137.96,1023
137.97,1023
137.98,1023
137.99,1023
138.01,1023
138.02,1023
138.03,1023
138.04,1023
138.06,1023
138.07,1023
138.08,1023
138.09,1023
138.11,1023
138.12,1023
138.14,1023
138.15,1023
138.16,1023
138.19,1023
138.2,1023
138.21,1023
138.23,1023
138.24,1012
138.25,991
138.27,964
138.28,929
138.3,897
138.31,872
138.33,854
138.34,840
138.35,826
138.36,813
138.37,799
138.39,787
138.4,766
138.41,749
138.42,727
138.44,707
138.45,688
138.46,671
138.47,657
138.5,628
138.52,615
138.53,602
138.54,589
138.55,571
138.57,553
138.58,533
138.59,512
138.6,494
138.62,473
138.63,453
138.64,433
138.65,410
138.66,385
138.68,359
