Time (seconds),temperature
6.14,23.54838
6.15,23.2258
6.16,23.2258
6.17,23.2258
6.19,23.2258
6.20,23.54838
6.21,23.54838
6.23,23.54838
6.24,23.54838
6.26,23.2258
6.28,23.54838
6.29,23.2258
6.31,23.54838
6.32,23.2258
6.33,23.54838
6.37,23.54838
6.38,23.54838
6.39,23.2258
6.40,23.54838
6.42,23.54838
6.43,23.54838
6.45,23.54838
6.46,23.54838
6.48,23.54838
6.50,23.2258
6.51,23.2258
6.52,23.2258
6.53,23.2258
6.55,23.54838
6.56,23.2258
6.57,23.54838
6.58,23.2258
6.60,23.2258
6.61,23.2258
6.64,23.2258
6.66,23.2258
6.67,23.2258
6.69,23.2258
6.70,23.2258
6.71,23.2258
6.73,23.54838
6.74,23.2258
6.75,23.2258
6.76,23.2258
6.78,23.54838
6.79,23.2258
6.81,23.2258
6.82,23.2258
6.84,23.2258
6.85,23.2258
6.87,23.2258
6.88,23.2258
6.89,23.2258
6.91,23.2258
6.94,23.2258
6.95,23.2258
6.97,23.2258
6.98,23.2258
7.00,23.2258
7.01,23.2258
7.02,23.2258
7.04,23.2258
7.05,23.2258
7.07,23.2258
7.08,22.90322
7.09,23.2258
7.11,23.2258
7.12,23.2258
7.13,23.2258
7.14,23.2258
7.16,23.2258
7.18,23.2258
7.19,23.2258
7.22,23.2258
7.24,23.2258
7.25,23.2258
7.27,23.2258
7.28,23.2258
7.29,23.2258
7.30,23.2258
7.32,23.2258
7.33,23.2258
7.34,23.2258
7.36,23.2258
7.38,23.2258
7.39,23.2258
7.41,23.2258
7.42,23.2258
7.44,22.90322
7.45,23.2258
7.46,23.2258
7.47,23.2258
7.49,23.2258
7.52,23.2258
7.54,22.90322
7.55,23.2258
7.57,23.2258
7.58,23.2258
7.60,23.2258
7.61,23.2258
7.62,23.2258
7.63,23.2258
7.65,23.2258
7.66,23.2258
7.67,22.90322
7.68,23.2258
7.70,23.2258
7.71,23.2258
7.73,23.2258
7.74,23.2258
7.76,22.90322
7.78,23.2258
7.80,22.90322
7.82,23.2258
7.83,23.2258
7.84,22.90322
7.85,23.2258
7.87,23.2258
7.88,22.90322
7.90,23.2258
7.91,22.90322
7.93,23.2258
7.94,23.2258
7.96,22.90322
7.97,23.2258
7.99,23.2258
8.00,23.2258
8.01,23.2258
8.02,22.90322
8.03,23.2258
8.05,23.2258
8.06,23.2258
8.19,22.90322
8.21,22.90322
8.22,22.90322
8.23,22.90322
8.24,22.90322
8.26,23.2258
8.27,22.90322
8.29,23.2258
8.30,23.2258
8.32,23.2258
8.33,22.90322
8.35,22.90322
8.36,23.2258
8.37,23.2258
8.38,22.90322
8.39,22.90322
8.41,23.2258
8.42,22.90322
8.43,22.90322
8.46,23.2258
8.48,22.90322
8.49,22.90322
8.51,22.90322
8.52,22.90322
8.53,22.90322
8.55,23.2258
8.56,23.2258
8.57,22.90322
8.58,23.2258
8.60,22.90322
8.61,23.2258
8.63,22.90322
8.64,23.2258
8.66,23.2258
8.67,22.90322
8.69,22.90322
8.70,22.90322
8.73,23.2258
8.75,23.2258
8.76,22.90322
8.77,23.2258
8.78,22.90322
8.80,23.2258
8.82,23.2258
8.83,23.2258
8.85,23.2258
8.86,23.2258
8.88,23.2258
8.89,23.2258
8.90,23.2258
8.91,23.2258
8.93,23.2258
8.94,22.90322
8.96,22.90322
8.97,23.2258
8.98,23.2258
9.00,23.2258
9.03,23.2258
9.05,23.2258
9.06,23.2258
9.07,23.2258
9.09,23.2258
9.10,23.2258
9.11,23.2258
9.12,23.2258
9.13,23.2258
9.15,23.2258
9.16,23.2258
9.18,23.2258
9.20,23.2258
9.21,23.2258
9.23,23.2258
9.24,23.2258
9.25,22.90322
9.27,23.2258
9.28,23.2258
9.31,23.2258
9.32,23.2258
9.34,23.2258
9.35,23.2258
9.37,23.2258
9.38,23.2258
9.40,23.2258
9.42,22.90322
9.43,22.90322
9.45,23.2258
9.46,23.2258
9.47,23.2258
9.48,23.2258
9.50,23.2258
9.51,22.90322
9.53,22.90322
9.54,23.2258
9.56,22.90322
9.58,23.2258
9.59,23.2258
9.62,23.2258
9.63,23.2258
9.65,23.2258
9.66,22.90322
9.67,23.2258
9.68,23.2258
9.70,23.2258
9.71,23.2258
9.73,23.2258
9.74,23.2258
9.76,23.2258
9.78,23.2258
9.79,23.2258
9.80,23.2258
9.81,23.2258
9.83,23.2258
9.84,23.2258
9.85,23.2258
9.86,23.2258
9.89,23.2258
9.91,23.2258
9.92,23.2258
9.94,23.2258
9.95,23.2258
9.97,23.2258
9.98,23.2258
9.99,23.2258
10.01,23.2258
10.02,23.2258
10.03,23.2258
10.04,22.90322
10.06,23.2258
10.07,23.2258
10.08,23.2258
10.10,23.2258
10.11,23.2258
10.13,23.2258
10.14,23.2258
10.17,23.2258
10.19,23.2258
10.20,23.2258
10.21,23.2258
10.22,23.2258
10.24,23.2258
10.25,23.2258
10.26,23.2258
10.28,23.2258
10.29,23.2258
10.31,23.2258
10.32,23.2258
10.34,23.2258
10.35,23.2258
10.36,23.2258
10.37,23.2258
10.39,23.2258
10.40,23.2258
10.43,23.2258
10.45,22.90322
10.46,23.2258
10.48,23.2258
10.49,23.2258
10.51,23.2258
10.52,23.2258
10.53,23.2258
10.55,23.2258
10.56,23.2258
10.57,23.2258
10.58,23.2258
10.60,23.2258
10.61,23.2258
10.62,23.2258
10.64,23.54838
10.66,23.2258
10.67,23.2258
10.69,23.2258
10.71,23.2258
10.73,23.54838
10.74,23.2258
10.75,23.2258
10.77,23.2258
10.78,23.2258
10.80,23.2258
10.82,23.2258
10.83,23.2258
10.85,23.2258
10.86,23.2258
10.88,22.90322
10.89,23.2258
10.90,22.25807
10.91,23.2258
10.93,23.2258
10.94,22.90322
10.97,23.2258
10.99,23.2258
11.00,23.2258
11.02,23.2258
11.04,23.2258
11.05,23.2258
11.06,23.2258
11.07,23.2258
11.09,23.2258
11.10,23.2258
11.11,23.2258
11.12,22.90322
11.14,23.2258
11.16,23.2258
11.17,23.2258
11.19,23.2258
11.20,23.2258
11.22,23.2258
11.23,23.2258
11.26,23.2258
11.27,23.2258
11.29,23.54838
11.30,23.2258
11.32,23.2258
11.34,23.2258
11.35,23.2258
11.37,23.2258
11.38,23.2258
11.40,23.2258
11.41,23.2258
11.42,23.2258
11.43,23.2258
11.45,23.2258
11.46,23.2258
11.47,23.2258
11.48,23.2258
11.50,23.2258
11.53,23.2258
11.55,23.2258
11.56,23.2258
11.58,23.2258
11.59,23.2258
11.60,23.2258
11.62,23.2258
11.63,23.2258
11.64,23.2258
11.66,23.2258
11.67,23.2258
11.69,23.2258
11.70,23.2258
11.72,23.2258
11.73,23.54838
11.75,23.2258
11.76,23.54838
11.77,23.2258
11.81,23.2258
11.82,23.2258
11.83,23.2258
11.84,23.2258
11.86,23.2258
11.88,22.90322
11.89,23.2258
11.91,23.2258
11.92,23.2258
11.94,23.2258
11.95,23.2258
11.96,23.2258
11.97,23.2258
11.99,23.2258
12.00,23.2258
12.02,23.2258
12.03,23.2258
12.05,23.2258
12.08,23.2258
12.10,23.2258
12.11,23.2258
12.13,23.2258
12.14,23.2258
12.15,23.2258
12.16,23.2258
12.17,23.2258
12.19,23.2258
12.20,23.2258
12.22,23.2258
12.23,23.2258
12.24,22.90322
12.26,23.2258
12.28,23.2258
12.29,23.2258
12.30,23.2258
12.31,23.2258
12.33,23.2258
12.35,23.2258
12.37,23.2258
12.38,23.2258
12.39,23.2258
12.41,23.2258
12.42,23.2258
12.44,23.2258
12.46,23.2258
12.47,23.2258
12.49,23.2258
12.50,22.90322
12.51,23.2258
12.52,23.2258
12.53,23.2258
12.55,23.2258
12.56,23.2258
12.58,22.90322
12.60,23.2258
12.74,23.2258
12.75,23.2258
12.77,23.2258
12.78,23.2258
12.80,23.2258
12.81,23.2258
12.83,23.2258
12.84,23.2258
12.86,23.2258
12.87,22.90322
12.88,23.2258
12.89,23.2258
12.91,23.2258
12.92,23.2258
12.94,23.2258
12.95,23.2258
12.96,23.2258
12.98,23.2258
13.01,23.2258
13.03,23.2258
13.04,23.2258
13.05,23.2258
13.07,23.2258
13.08,23.2258
13.09,23.2258
13.10,23.2258
13.12,23.2258
13.14,23.2258
13.15,23.2258
13.17,23.2258
13.18,23.2258
13.20,23.2258
13.21,23.2258
13.23,23.2258
13.24,23.2258
13.25,23.2258
13.28,23.2258
13.30,23.2258
13.31,23.2258
13.33,23.2258
13.34,23.2258
13.36,23.2258
13.37,23.2258
13.39,23.2258
13.40,23.2258
13.41,23.2258
13.42,23.2258
13.43,23.2258
13.45,23.2258
13.46,23.2258
13.48,23.2258
13.49,23.2258
13.51,23.2258
13.52,23.2258
13.56,23.2258
13.57,23.2258
13.58,23.2258
13.59,23.2258
13.61,23.54838
13.62,23.2258
13.63,23.54838
13.64,23.2258
13.66,23.2258
13.67,23.2258
13.69,23.2258
13.70,23.2258
13.72,23.2258
13.73,23.2258
13.75,23.2258
13.76,23.2258
13.77,23.2258
13.78,23.2258
13.79,23.2258
13.83,23.2258
13.84,23.2258
13.86,23.2258
13.88,23.54838
13.89,23.2258
13.90,23.2258
13.92,23.2258
13.93,23.2258
13.95,23.2258
13.96,23.2258
13.97,23.2258
13.98,23.2258
14.00,23.2258
14.01,23.2258
14.02,23.2258
14.04,23.2258
14.05,23.2258
14.07,23.2258
14.10,23.2258
14.11,23.2258
14.13,23.2258
14.14,23.2258
14.15,23.2258
14.17,23.2258
14.18,23.2258
14.19,23.2258
14.20,23.2258
14.22,23.2258
14.23,23.2258
14.25,23.2258
14.26,23.2258
14.28,23.2258
14.29,23.2258
14.31,23.2258
14.32,23.2258
14.33,23.2258
14.36,23.2258
14.38,23.2258
14.39,23.2258
14.40,23.2258
14.42,23.2258
14.43,22.90322
14.45,23.2258
14.46,23.2258
14.48,23.2258
14.49,23.2258
14.50,23.2258
14.51,23.2258
14.53,23.54838
14.54,23.2258
14.55,23.2258
14.56,23.2258
14.58,23.2258
14.60,23.2258
14.63,23.2258
14.64,23.2258
14.66,23.2258
14.67,23.2258
14.69,23.2258
14.70,23.2258
14.71,23.2258
14.72,23.2258
14.74,23.2258
14.75,23.2258
14.76,23.2258
14.78,23.2258
14.80,23.2258
14.81,23.2258
14.83,23.2258
14.84,23.54838
14.85,23.2258
14.87,23.2258
14.90,23.2258
14.91,23.54838
14.93,23.2258
14.94,23.2258
14.96,23.54838
14.98,23.2258
14.99,23.2258
15.01,23.2258
15.02,23.2258
15.03,23.2258
15.05,23.2258
15.06,23.2258
15.08,23.2258
15.09,23.2258
15.11,23.2258
15.12,23.2258
15.14,23.2258
15.16,23.2258
15.17,23.2258
15.20,23.2258
15.21,23.2258
15.23,23.2258
15.24,23.2258
15.25,23.54838
15.27,23.54838
15.28,23.2258
15.30,23.2258
15.32,23.2258
15.33,23.2258
15.35,23.2258
15.36,23.2258
15.37,23.2258
15.39,23.54838
15.40,23.2258
15.41,23.2258
15.42,23.2258
15.44,23.2258
15.47,23.2258
15.48,23.2258
15.50,23.54838
15.52,23.2258
15.53,23.2258
15.54,23.2258
15.55,23.54838
15.57,23.54838
15.58,23.2258
15.59,23.2258
15.60,23.2258
15.62,23.2258
15.63,23.2258
15.64,23.2258
15.66,23.2258
15.67,23.2258
15.69,23.2258
15.70,23.2258
15.74,23.54838
15.75,23.2258
15.76,23.2258
15.78,23.2258
15.79,23.2258
15.80,23.2258
15.82,23.2258
15.83,23.54838
15.84,23.2258
15.86,23.2258
15.87,23.2258
15.89,23.2258
15.90,23.2258
15.92,23.54838
15.93,23.2258
15.94,23.2258
15.95,23.2258
15.97,23.2258
16.00,23.54838
16.02,23.2258
16.03,23.2258
16.05,23.2258
16.06,23.54838
16.08,23.54838
16.10,23.2258
16.11,23.2258
16.12,23.2258
16.13,23.2258
16.15,23.2258
16.16,23.2258
16.18,23.54838
16.19,23.2258
16.20,23.54838
16.22,23.54838
16.23,23.2258
16.25,23.2258
16.28,23.54838
16.29,23.2258
16.31,23.2258
16.32,23.54838
16.33,23.2258
16.34,23.2258
16.35,23.2258
16.37,23.2258
16.38,23.2258
16.40,23.2258
16.41,23.2258
16.42,23.54838
16.44,23.2258
16.46,23.54838
16.47,23.54838
16.49,23.2258
16.50,23.2258
16.51,23.2258
16.54,23.2258
16.55,23.2258
16.57,23.2258
16.59,23.2258
16.60,23.2258
16.62,23.2258
16.63,23.2258
16.65,23.2258
16.66,23.2258
16.68,23.2258
16.69,23.2258
16.70,23.2258
16.71,23.2258
16.73,23.2258
16.74,23.54838
16.76,23.2258
16.78,23.2258
16.79,23.2258
16.82,23.2258
16.84,23.54838
16.85,23.2258
16.86,23.2258
16.87,23.54838
16.89,23.2258
16.90,23.2258
16.91,23.2258
16.92,23.2258
16.94,23.2258
16.95,23.2258
16.97,23.54838
16.98,23.2258
17.00,23.54838
17.01,23.2258
17.03,23.54838
17.04,23.54838
17.05,23.2258
17.19,23.2258
17.20,23.2258
17.22,23.2258
17.23,23.2258
17.25,23.2258
17.26,23.2258
17.27,23.54838
17.28,23.2258
17.30,23.2258
17.31,23.2258
17.33,23.2258
17.34,23.54838
17.36,23.54838
17.37,23.2258
17.39,23.54838
17.40,23.2258
17.42,23.2258
17.43,23.2258
17.46,23.54838
17.48,23.54838
17.49,23.54838
17.51,23.54838
17.52,23.54838
17.54,23.54838
17.55,23.2258
17.57,23.2258
17.58,23.54838
17.60,23.2258
17.61,23.2258
17.62,23.54838
17.63,23.54838
17.65,23.2258
17.66,23.2258
17.67,23.2258
17.69,23.2258
17.72,23.54838
17.74,23.54838
17.75,23.54838
17.77,23.2258
17.78,23.54838
17.79,23.54838
17.81,23.54838
17.82,23.54838
17.83,23.54838
17.85,23.54838
17.86,23.2258
17.88,23.54838
17.89,23.54838
17.91,23.54838
17.92,23.54838
17.94,23.54838
17.95,23.2258
17.97,23.54838
18.00,23.54838
18.01,23.2258
18.02,23.54838
18.04,23.54838
18.06,23.54838
18.07,23.54838
18.09,23.54838
18.10,23.54838
18.12,23.54838
18.13,23.2258
18.15,23.54838
18.16,23.54838
18.17,23.2258
18.18,23.54838
18.19,23.54838
18.21,23.54838
18.22,23.54838
18.25,23.54838
18.27,23.54838
18.28,23.54838
18.30,23.54838
18.31,23.54838
18.33,23.54838
18.34,23.54838
18.35,23.54838
18.37,23.54838
18.38,23.54838
18.39,23.54838
18.40,23.54838
18.42,23.54838
18.44,23.2258
18.45,23.54838
18.47,23.54838
18.48,23.54838
18.51,23.54838
18.53,23.54838
18.54,23.54838
18.55,23.54838
18.56,23.54838
18.57,23.54838
18.59,23.54838
18.61,23.54838
18.62,23.54838
18.63,23.54838
18.65,23.54838
18.66,23.54838
18.68,23.54838
18.69,23.54838
18.71,23.54838
18.72,23.54838
18.73,23.54838
18.76,23.54838
18.78,23.54838
18.79,23.54838
18.80,23.54838
18.82,23.54838
18.84,23.54838
18.85,23.54838
18.86,23.54838
18.88,23.54838
18.89,23.54838
18.91,23.54838
18.92,23.54838
18.93,23.54838
18.94,23.54838
18.95,23.54838
18.97,23.54838
18.98,23.54838
19.01,23.54838
19.03,23.54838
19.05,23.54838
19.06,23.54838
19.08,23.54838
19.09,23.54838
19.10,23.54838
19.11,23.54838
19.13,23.54838
19.14,23.54838
19.16,23.54838
19.17,23.54838
19.19,23.54838
19.20,23.54838
19.22,23.54838
19.24,23.54838
19.25,23.54838
19.28,23.54838
19.29,23.54838
19.31,23.54838
19.32,23.54838
19.34,23.54838
19.35,23.54838
19.37,23.54838
19.38,23.54838
19.40,23.54838
19.42,23.54838
19.43,23.54838
19.45,23.54838
19.46,23.54838
19.47,23.54838
19.48,23.54838
19.49,23.54838
19.51,23.54838
19.54,23.54838
19.56,23.54838
19.57,23.54838
19.59,23.54838
19.60,23.87097
19.62,23.54838
19.63,23.54838
19.65,23.54838
19.66,23.54838
19.67,23.2258
19.69,23.54838
19.70,23.54838
19.71,23.54838
19.73,23.54838
19.74,23.2258
19.76,23.54838
19.77,23.54838
19.81,23.54838
19.82,23.54838
19.83,23.54838
19.85,23.54838
19.86,23.54838
19.87,23.54838
19.88,23.54838
19.90,23.54838
19.92,23.54838
19.93,23.54838
19.95,23.54838
19.96,23.54838
19.98,23.54838
19.99,23.2258
20.01,23.54838
20.02,23.54838
20.03,23.54838
20.04,23.54838
20.08,23.54838
20.10,23.54838
20.11,23.54838
20.13,23.54838
20.14,23.54838
20.16,23.54838
20.17,23.54838
20.19,23.54838
20.20,23.54838
20.21,23.54838
20.22,23.54838
20.23,23.54838
20.25,23.54838
20.26,23.54838
20.28,23.54838
20.29,23.54838
20.31,23.54838
20.34,23.54838
20.36,23.54838
20.37,23.54838
20.39,23.54838
20.40,23.54838
20.41,23.54838
20.42,23.54838
20.43,23.54838
20.45,23.54838
20.46,23.54838
20.48,23.54838
20.49,23.54838
20.51,23.54838
20.52,23.54838
20.54,23.2258
20.56,23.54838
20.57,23.54838
20.60,23.54838
20.61,23.54838
20.63,23.54838
20.64,23.54838
20.65,23.54838
20.67,23.54838
20.68,23.54838
20.70,23.54838
20.72,23.54838
20.73,23.2258
20.75,23.54838
20.76,23.54838
20.77,23.2258
20.79,23.54838
20.80,23.2258
20.81,23.54838
20.82,23.54838
20.86,23.54838
20.87,23.54838
20.89,23.2258
20.90,23.54838
20.92,23.54838
20.93,23.54838
20.95,23.54838
20.96,23.54838
20.97,23.54838
20.98,23.2258
20.99,23.54838
21.01,23.54838
21.03,23.54838
21.04,23.2258
21.06,23.54838
21.08,23.54838
21.09,23.2258
21.12,23.54838
21.13,23.54838
21.15,23.54838
21.16,23.54838
21.17,23.54838
21.18,23.54838
21.20,23.54838
21.21,23.2258
21.22,23.54838
21.24,23.54838
21.26,23.54838
21.27,23.2258
21.28,23.54838
21.30,23.54838
21.31,23.2258
21.33,23.54838
21.34,23.2258
21.35,23.54838
21.50,23.54838
21.51,23.54838
21.52,23.54838
21.53,23.2258
21.54,23.54838
21.55,23.54838
21.57,23.2258
21.58,23.54838
21.60,23.54838
21.61,23.2258
21.63,23.54838
21.64,23.54838
21.66,23.2258
21.67,23.54838
21.69,23.54838
21.70,23.54838
21.71,23.54838
21.75,23.54838
21.76,23.54838
21.78,23.54838
21.79,23.54838
21.81,23.54838
21.82,23.54838
21.84,23.2258
21.86,23.54838
21.87,23.54838
21.89,23.54838
21.90,23.54838
21.91,23.54838
21.92,23.54838
21.93,23.54838
21.95,23.54838
21.96,23.54838
21.98,23.54838
22.01,23.2258
22.02,23.54838
22.04,23.54838
22.06,23.2258
22.07,23.54838
22.08,23.54838
22.09,23.54838
22.11,23.54838
22.12,23.54838
22.13,23.54838
22.15,23.54838
22.16,23.54838
22.18,23.54838
22.19,23.54838
22.21,23.54838
22.22,23.54838
22.24,23.54838
22.27,23.54838
22.28,23.54838
22.29,23.54838
22.31,23.2258
22.32,23.54838
22.34,23.54838
22.35,23.54838
22.37,23.54838
22.38,23.54838
22.40,23.54838
22.41,23.54838
22.43,23.54838
22.44,23.54838
22.45,23.54838
22.47,23.54838
22.48,23.54838
22.49,23.54838
22.51,23.54838
22.53,23.54838
22.55,23.54838
22.56,23.54838
22.58,23.54838
22.59,23.54838
22.61,23.54838
22.62,23.54838
22.63,23.54838
22.65,23.54838
22.66,23.54838
22.67,23.54838
22.68,23.54838
22.70,23.54838
22.71,23.2258
22.73,23.54838
22.74,23.54838
22.76,23.54838
22.79,23.54838
22.80,23.54838
22.81,23.54838
22.83,23.54838
22.84,23.54838
22.85,23.54838
22.86,23.2258
22.88,23.54838
22.89,23.54838
22.90,23.54838
22.92,23.54838
22.94,23.54838
22.95,23.54838
22.96,23.54838
22.98,23.54838
22.99,23.54838
23.01,23.54838
23.04,23.54838
23.05,23.2258
23.07,23.54838
23.08,23.54838
23.09,23.54838
23.11,23.54838
23.12,23.54838
23.13,23.54838
23.15,23.54838
23.17,23.54838
23.18,23.54838
23.19,23.2258
23.21,23.54838
23.22,23.54838
23.23,23.54838
23.24,23.54838
23.26,23.54838
23.29,23.54838
23.30,23.54838
23.32,23.54838
23.33,23.54838
23.35,23.54838
23.36,23.54838
23.38,23.54838
23.39,23.54838
23.40,23.54838
23.41,23.2258
23.43,23.54838
23.44,23.54838
23.46,23.54838
23.47,23.54838
23.49,23.54838
23.50,23.54838
23.52,23.54838
23.55,23.2258
23.56,23.54838
23.57,23.54838
23.59,23.54838
23.60,23.54838
23.61,23.54838
23.62,23.54838
23.64,23.54838
23.66,23.54838
23.67,23.54838
23.69,23.54838
23.70,23.54838
23.72,23.54838
23.73,23.54838
23.75,23.54838
23.76,23.54838
23.77,23.54838
23.80,23.2258
23.82,23.54838
23.83,23.54838
23.85,23.54838
23.86,23.54838
23.88,23.54838
23.89,23.54838
23.91,23.54838
23.92,23.54838
23.93,23.54838
23.95,23.54838
23.96,23.54838
23.97,23.54838
23.98,23.54838
24.00,23.54838
24.01,23.54838
24.03,23.54838
24.06,23.54838
24.07,23.54838
24.09,23.54838
24.10,23.87097
24.12,23.54838
24.13,23.54838
24.14,23.54838
24.15,23.54838
24.17,23.54838
24.18,23.54838
24.20,23.54838
24.21,23.54838
24.23,23.54838
24.24,23.54838
24.26,23.54838
24.27,23.54838
24.29,23.87097
24.32,23.54838
24.33,23.87097
24.35,23.54838
24.36,23.54838
24.38,23.54838
24.39,23.54838
24.41,23.54838
24.42,23.54838
24.44,23.54838
24.45,23.54838
24.47,23.54838
24.48,23.54838
24.49,23.54838
24.51,23.54838
24.52,23.54838
24.53,23.54838
24.55,23.54838
24.57,23.54838
24.59,23.54838
24.60,23.87097
24.62,23.87097
24.64,23.54838
24.65,23.54838
24.67,23.87097
24.68,23.87097
24.69,23.54838
24.70,23.54838
24.71,23.54838
24.73,23.87097
24.74,23.54838
24.75,23.87097
24.77,23.87097
24.78,23.87097
24.80,23.54838
24.82,23.54838
24.85,23.54838
24.86,23.54838
24.87,23.54838
24.89,23.54838
24.90,23.54838
24.91,23.87097
24.92,23.54838
24.94,23.54838
24.95,23.87097
24.97,23.54838
24.98,23.54838
25.00,23.54838
25.02,23.54838
25.03,23.54838
25.05,23.54838
25.06,23.54838
25.07,23.54838
25.10,23.54838
25.12,23.54838
25.13,23.54838
25.15,23.87097
25.16,23.54838
25.18,23.87097
25.20,23.54838
25.21,23.87097
25.23,23.54838
25.24,23.87097
25.25,23.54838
25.26,23.54838
25.28,23.87097
25.29,23.87097
25.30,23.54838
25.32,23.54838
25.33,23.87097
25.37,23.54838
25.38,23.54838
25.40,23.54838
25.41,23.54838
25.43,23.54838
25.44,23.54838
25.45,23.54838
25.47,23.54838
25.48,23.54838
25.50,23.54838
25.52,23.54838
25.53,23.54838
25.54,23.54838
25.56,23.54838
25.57,23.54838
25.59,23.87097
25.60,23.87097
25.74,23.87097
25.75,23.54838
25.77,23.54838
25.78,23.54838
25.79,23.54838
25.81,23.87097
25.82,23.87097
25.83,23.54838
25.85,23.54838
25.86,23.54838
25.88,23.54838
25.89,23.87097
25.91,23.87097
25.92,23.87097
25.94,23.87097
25.96,23.54838
25.97,23.54838
26.00,23.54838
26.02,23.54838
26.03,23.87097
26.04,23.87097
26.06,23.54838
26.08,23.54838
26.09,23.87097
26.11,23.54838
26.12,23.54838
26.14,23.54838
26.15,23.54838
26.16,23.54838
26.17,23.54838
26.19,23.87097
26.20,23.54838
26.21,23.54838
26.22,23.54838
26.26,23.87097
26.27,23.54838
26.28,23.54838
26.30,23.54838
26.32,23.54838
26.33,23.87097
26.35,23.54838
26.36,23.54838
26.37,23.54838
26.38,23.54838
26.39,23.54838
26.41,23.54838
26.42,23.54838
26.43,23.54838
26.45,23.54838
26.46,23.54838
26.48,23.54838
26.51,23.54838
26.53,23.54838
26.54,23.54838
26.55,23.54838
26.56,23.87097
26.57,23.54838
26.59,23.54838
26.61,23.54838
26.62,23.54838
26.64,23.54838
26.66,23.54838
26.67,23.54838
26.69,23.54838
26.70,23.54838
26.71,23.54838
26.73,23.87097
26.74,23.54838
26.77,23.54838
26.79,23.54838
26.80,23.54838
26.82,23.54838
26.84,23.54838
26.85,23.54838
26.87,23.54838
26.88,23.54838
26.89,23.54838
26.91,23.54838
26.92,23.54838
26.93,23.54838
26.94,23.54838
26.96,23.54838
26.98,23.54838
26.99,23.54838
27.00,23.54838
27.04,23.54838
27.05,23.54838
27.06,23.87097
27.08,23.87097
27.09,23.54838
27.10,23.54838
27.11,23.54838
27.13,23.54838
27.14,23.54838
27.16,23.54838
27.17,23.87097
27.18,23.87097
27.20,23.54838
27.21,23.87097
27.23,23.54838
27.24,23.87097
27.26,23.54838
27.29,23.54838
27.30,23.54838
27.31,23.87097
27.33,23.54838
27.34,23.54838
27.36,23.54838
27.37,23.54838
27.39,23.87097
27.40,23.87097
27.42,23.54838
27.43,23.54838
27.45,23.54838
27.46,23.54838
27.47,23.87097
27.49,23.87097
27.50,23.87097
27.51,23.54838
27.55,23.87097
27.56,23.54838
27.58,23.87097
27.59,23.87097
27.61,23.54838
27.62,23.87097
27.64,23.54838
27.65,23.87097
27.66,23.87097
27.67,23.54838
27.69,23.87097
27.70,23.54838
27.71,23.54838
27.72,23.54838
27.74,23.87097
27.76,23.87097
27.77,23.54838
27.80,23.87097
27.82,23.87097
27.83,23.87097
27.85,23.87097
27.86,23.87097
27.87,23.87097
27.88,23.54838
27.90,23.87097
27.91,23.54838
27.92,23.87097
27.94,23.87097
27.96,23.87097
27.97,23.87097
27.99,23.54838
28.00,23.87097
28.02,23.87097
28.03,23.54838
28.06,23.87097
28.08,23.87097
28.09,23.87097
28.11,23.87097
28.12,23.87097
28.14,23.87097
28.15,23.87097
28.17,23.87097
28.18,23.87097
28.20,23.87097
28.21,23.87097
28.22,23.87097
28.23,23.87097
28.25,23.87097
28.26,23.87097
28.27,23.87097
28.29,23.87097
28.32,23.54838
28.34,23.87097
28.35,23.87097
28.37,23.87097
28.38,23.87097
28.39,23.87097
28.41,23.87097
28.42,23.87097
28.43,23.87097
28.44,23.87097
28.46,23.87097
28.47,23.87097
28.49,23.87097
28.50,23.87097
28.52,23.87097
28.53,23.87097
28.55,23.87097
28.57,23.87097
28.59,23.87097
28.60,23.87097
28.61,23.87097
28.62,23.87097
28.64,23.87097
28.65,23.87097
28.67,23.87097
28.68,23.87097
28.70,23.87097
28.71,23.87097
28.72,23.87097
28.74,24.19355
28.75,23.87097
28.77,23.87097
28.78,23.87097
28.79,23.87097
28.80,23.87097
28.83,23.87097
28.85,23.87097
28.86,23.87097
28.88,23.87097
28.89,23.87097
28.91,23.87097
28.92,23.87097
28.94,23.87097
28.95,23.87097
28.96,23.87097
28.97,23.87097
28.99,23.87097
29.00,23.87097
29.01,23.87097
29.02,23.87097
29.04,23.87097
29.05,23.87097
29.08,23.87097
29.10,23.87097
29.12,23.87097
29.13,23.87097
29.14,23.87097
29.15,23.87097
29.17,24.19355
29.18,23.87097
29.19,24.19355
29.21,23.87097
29.22,23.87097
29.24,23.87097
29.25,23.87097
29.27,23.87097
29.28,24.19355
29.30,23.87097
29.31,23.87097
29.35,24.19355
29.36,24.19355
29.37,23.87097
29.38,24.19355
29.40,24.19355
29.41,23.87097
29.42,24.19355
29.44,24.19355
29.46,23.87097
29.47,24.19355
29.49,24.19355
29.50,24.19355
29.51,24.19355
29.53,24.19355
29.54,24.19355
29.55,24.19355
29.57,24.19355
29.60,24.19355
29.62,24.19355
29.63,24.19355
29.65,24.19355
29.66,24.19355
29.68,24.19355
29.69,24.19355
29.71,24.19355
29.72,24.19355
29.73,24.19355
29.74,24.19355
29.76,24.19355
29.77,24.19355
29.78,24.19355
29.80,24.19355
29.82,24.19355
29.83,24.19355
29.98,24.19355
29.99,24.51613
30.01,24.51613
30.02,24.51613
30.04,24.19355
30.05,24.19355
30.07,24.19355
30.08,24.19355
30.09,24.51613
30.10,24.51613
30.11,24.51613
